t;fuego;arboles;vacios
5;14;40818;1007744
1;156661;262324;629591
2;124843;7506;916227
3;2361;15992;1030223
4;121;28256;1020199
5;7;40524;1008045
6;1;52652;995923
1;157010;261993;629573
2;125247;7465;915864
3;2382;16165;1030029
4;126;28429;1020021
5;6;40664;1007906
6;1;52824;995751
1;157692;261894;628990
2;125697;7539;915340
3;2441;16216;1029919
4;139;28416;1020021
5;9;40763;1007804
6;1;52720;995855
1;157529;262382;628665
2;125626;7649;915301
3;2437;16219;1029920
4;126;28375;1020075
5;14;40766;1007796
1;157484;261855;629237
2;125364;7474;915738
3;2391;16258;1029927
4;129;28672;1019775
5;12;40843;1007721
6;2;52850;995724
1;157466;262414;628696
2;125244;7551;915781
3;2457;16091;1030028
4;112;28203;1020261
5;8;40523;1008045
1;157001;261933;629642
2;124932;7613;916031
3;2458;16117;1030001
4;132;28326;1020118
5;6;40580;1007990
1;157269;262096;629211
2;125112;7361;916103
3;2304;15949;1030323
4;124;28172;1020280
5;7;40296;1008273
6;1;52323;996252
1;157792;262009;628775
2;126068;7397;915111
3;2407;16047;1030122
4;121;28179;1020276
5;9;40426;1008141
6;2;52423;996151
1;157314;262216;629046
2;125455;7448;915673
3;2294;16321;1029961
4;127;28556;1019893
5;3;40695;1007878
1;156786;262307;629483
2;125220;7516;915840
3;2355;16102;1030119
4;120;28115;1020341
5;11;40316;1008249
6;1;52560;996015
1;157674;262163;628739
2;125618;7500;915458
3;2350;16156;1030070
4;114;28400;1020062
5;8;40489;1008079
6;1;52694;995881
1;157379;262219;628978
2;125251;7473;915852
3;2375;15998;1030203
4;112;28313;1020151
5;9;40733;1007834
1;157746;261021;629809
2;125228;7564;915784
3;2368;16251;1029957
4;113;28373;1020090
5;15;40635;1007926
6;1;52548;996027
7;1;64438;984137
1;157290;262148;629138
2;125370;7576;915630
3;2433;16089;1030054
4;123;28364;1020089
5;13;40574;1007989
1;157792;261308;629476
2;125210;7540;915826
3;2389;16203;1029984
4;131;28427;1020018
5;6;40746;1007824
1;157194;262553;628829
2;125861;7638;915077
3;2487;16210;1029879
4;132;28450;1019994
5;9;40807;1007760
1;156668;262215;629693
2;125037;7852;915687
3;2479;16332;1029765
4;133;28393;1020050
5;6;40755;1007815
1;157790;262005;628781
2;125846;7506;915224
3;2456;16249;1029871
4;136;28488;1019952
5;5;40763;1007808
1;157562;262346;628668
2;125325;7576;915675
3;2480;16210;1029886
4;124;28411;1020041
5;10;40947;1007619
1;156834;261777;629965
2;124943;7605;916028
3;2420;16176;1029980
4;114;28524;1019938
5;5;40744;1007827
6;1;53002;995573
1;156966;262068;629542
2;125232;7561;915783
3;2375;16198;1030003
4;144;28403;1020029
5;14;40567;1007995
1;156828;262115;629633
2;125576;7641;915359
3;2475;16183;1029918
4;127;28395;1020054
5;11;40583;1007982
6;3;52739;995834
1;157382;262066;629128
2;124999;7533;916044
3;2393;16115;1030068
4;130;28522;1019924
5;2;40657;1007917
1;157653;261622;629301
2;125267;7244;916065
3;2236;15966;1030374
4;121;28315;1020140
5;15;40630;1007931
6;5;52815;995756
7;1;64921;983654
1;157421;262006;629149
2;125242;7397;915937
3;2309;15836;1030431
4;131;28257;1020188
5;11;40756;1007809
6;1;52762;995813
1;157469;261594;629513
2;124836;7431;916309
3;2291;16136;1030149
4;132;28532;1019912
5;5;40813;1007758
6;1;52770;995805
7;1;64733;983842
1;156710;262259;629607
2;124776;7479;916321
3;2367;15980;1030229
4;108;28279;1020189
5;9;40505;1008062
1;158191;261315;629070
2;125728;7630;915218
3;2535;16127;1029914
4;128;28235;1020213
5;14;40485;1008077
6;1;52402;996173
1;157539;262461;628576
2;125478;7645;915453
3;2519;15941;1030116
4;112;28162;1020302
5;12;40428;1008136
6;1;52529;996046
