t;fuego;arboles;vacios
149;51992;105535;104617
150;52316;105670;104158
1;39218;64911;158015
2;31039;79009;152096
3;25041;130358;106745
4;35175;148600;78369
5;50684;137272;74188
6;61954;112436;87754
7;60520;95697;105927
8;50379;98266;113499
9;44602;110480;107062
10;47821;116324;97999
11;53396;111791;96957
12;55533;104578;102033
13;53915;101785;106444
14;50780;104252;107112
15;50100;107431;104613
16;51540;108443;102161
17;53325;106131;102688
18;53446;104026;104672
19;52319;103605;106220
20;51422;105434;105288
21;51824;106219;104101
22;52698;105403;104043
23;52612;104844;104688
24;52324;105121;104699
25;52009;105415;104720
26;52176;105711;104257
27;52349;105292;104503
28;52449;105165;104530
29;52142;105004;104998
30;52125;105384;104635
31;52227;105449;104468
32;52179;105091;104874
33;52311;105055;104778
34;52218;104899;105027
35;51936;105158;105050
36;52137;105586;104421
37;52317;105372;104455
38;52352;105467;104325
39;52361;105342;104441
40;52342;105186;104616
41;52165;105240;104739
42;51998;105449;104697
43;52074;105892;104178
44;52465;105167;104512
45;52603;104861;104680
46;52347;104739;105058
47;52051;105236;104857
48;51973;105616;104555
49;52408;105472;104264
50;52602;105040;104502
51;52225;105361;104558
52;52178;105503;104463
53;52541;105480;104123
54;52459;105003;104682
55;52439;104636;105069
56;52025;104951;105168
57;51884;105924;104336
58;52274;105701;104169
59;52413;104906;104825
60;51906;105605;104633
61;51984;105656;104504
62;52159;105407;104578
63;52243;105344;104557
64;52156;105308;104680
65;51868;106104;104172
66;52162;106204;103778
67;52472;105463;104209
68;52396;104836;104912
69;51933;105471;104740
70;52031;105667;104446
71;52074;105906;104164
72;52264;105784;104096
73;52532;104998;104614
74;52177;105475;104492
75;52030;105587;104527
76;52098;106029;104017
77;52292;105860;103992
78;52533;105166;104445
79;52192;105268;104684
80;52039;105643;104462
81;52049;105902;104193
82;52312;105746;104086
83;52509;105463;104172
84;52283;105359;104502
85;52174;105353;104617
86;52115;105690;104339
87;52340;105392;104412
88;52340;105215;104589
89;51924;105592;104628
90;52109;105637;104398
91;52427;105539;104178
92;52400;105041;104703
93;52100;105198;104846
94;51989;105616;104539
95;52356;105309;104479
96;52406;105139;104599
97;52194;105399;104551
98;52251;105381;104512
99;52502;105052;104590
100;52037;105405;104702
101;52180;105217;104747
102;51984;105685;104475
103;51783;106327;104034
104;52463;106043;103638
105;52488;105088;104568
106;52351;105065;104728
107;51976;105549;104619
108;52135;105662;104347
109;52189;105838;104117
110;52452;105289;104403
111;52596;104799;104749
112;52137;105191;104816
113;52247;105343;104554
114;52351;105232;104561
115;52510;104928;104706
116;52455;104986;104703
117;52367;104869;104908
118;52266;104923;104955
119;52411;105215;104518
120;52155;105274;104715
121;52307;105408;104429
122;51997;105720;104427
123;52091;105602;104451
124;52403;105366;104375
125;52262;104987;104895
126;51944;105471;104729
127;51919;105965;104260
128;52057;106055;104032
129;52213;105690;104241
130;52381;105647;104116
131;52367;105313;104464
132;52256;105205;104683
133;52336;105364;104444
134;52118;105609;104417
135;52146;105565;104433
136;51957;105762;104425
137;52339;105795;104010
138;52655;104990;104499
139;52457;104776;104911
140;52009;105264;104871
141;51686;106029;104429
142;52378;105554;104212
143;52531;105297;104316
144;52265;104923;104956
145;52134;105051;104959
146;51609;106050;104485
147;51969;106453;103722
148;52462;105934;103748
149;52634;105505;104005
150;52447;105223;104474
1;39403;65112;157629
2;31126;78914;152104
3;25001;129957;107186
4;35025;148245;78874
5;50780;136998;74366
6;62306;111782;88056
7;60437;95492;106215
8;50488;98074;113582
9;44903;109914;107327
10;47769;115745;98630
11;53186;111874;97084
12;55462;104927;101755
13;53849;101850;106445
14;50752;104227;107165
15;50342;107181;104621
16;51969;107559;102616
17;53365;105405;103374
18;53246;103481;105417
19;52210;103988;105946
20;51489;105437;105218
21;51889;106247;104008
22;52861;105413;103870
23;53126;104146;104872
24;52471;104299;105374
25;51846;105218;105080
26;52072;105847;104225
27;52456;105708;103980
28;52569;105168;104407
29;52711;104671;104762
30;52149;105008;104987
31;52074;105084;104986
32;52231;105560;104353
33;52255;105471;104418
34;52331;105517;104296
35;52502;105172;104470
36;52195;105196;104753
37;52255;105649;104240
38;52210;105748;104186
39;52381;105512;104251
40;52736;104852;104556
41;52439;104856;104849
42;52199;104809;105136
43;51998;105190;104956
44;52100;105519;104525
45;52135;105556;104453
46;52186;105577;104381
47;52436;105090;104618
48;52143;105134;104867
49;52107;105605;104432
50;52348;105250;104546
51;52419;104947;104778
52;52238;104954;104952
53;52083;105422;104639
54;52173;105937;104034
55;52495;105527;104122
56;52791;104822;104531
57;52497;104499;105148
58;52145;104674;105325
59;51790;105373;104981
60;51740;106013;104391
61;52300;105766;104078
62;52454;105209;104481
63;52148;105230;104766
64;52085;105732;104327
65;52184;105590;104370
66;52302;105400;104442
67;52251;105227;104666
68;52113;105508;104523
69;52292;105251;104601
70;52066;105464;104614
71;51803;106055;104286
72;51911;106551;103682
73;52504;106067;103573
74;52705;105027;104412
75;52272;104951;104921
76;51970;105201;104973
77;52126;105697;104321
78;52439;105238;104467
79;52595;104803;104746
80;52072;105347;104725
81;52235;105393;104516
82;52392;105341;104411
83;52364;104930;104850
84;52314;105128;104702
85;52221;105220;104703
86;52119;105329;104696
87;52253;105311;104580
88;52188;105526;104430
89;52121;105620;104403
90;52334;105575;104235
91;52362;105336;104446
92;52332;105239;104573
93;52170;105168;104806
94;52066;105828;104250
95;52396;105659;104089
96;52450;105233;104461
97;52243;105129;104772
98;51969;105793;104382
99;52192;105973;103979
100;52503;105372;104269
101;52373;105107;104664
102;52109;105058;104977
103;52066;105363;104715
104;52299;105556;104289
105;52362;105431;104351
106;52238;105311;104595
107;52158;105746;104240
108;52388;105566;104190
109;52500;105083;104561
110;51946;105348;104850
111;52178;105682;104284
112;52231;105518;104395
113;52366;105339;104439
114;52265;105382;104497
115;52253;105366;104525
116;52227;105042;104875
117;51926;105397;104821
118;51895;106014;104235
119;52118;105997;104029
120;52115;105992;104037
121;52540;105490;104114
122;52102;105245;104797
123;52021;105643;104480
124;52150;105778;104216
125;52074;105839;104231
126;52155;105816;104173
127;52333;105207;104604
128;52364;104981;104799
129;52220;105255;104669
130;52077;105629;104438
131;52258;105529;104357
132;52232;105397;104515
133;52351;105113;104680
134;51879;105605;104660
135;52333;105306;104505
136;52468;105237;104439
137;52315;105103;104726
138;52186;105302;104656
139;52394;105216;104534
140;52402;104989;104753
141;52179;105091;104874
142;51875;105578;104691
143;51769;106007;104368
144;52081;106388;103675
145;52339;105906;103899
146;52525;105405;104214
147;52339;105195;104610
148;52091;105409;104644
149;52164;105506;104474
150;52152;105730;104262
1;39497;65681;156966
2;31460;78825;151859
3;25168;129597;107379
4;35038;148225;78881
5;51055;136679;74410
6;62305;111613;88226
7;60423;95082;106639
8;50203;98124;113817
9;44722;110482;106940
10;47864;115795;98485
11;53487;111731;96926
12;55632;104721;101791
13;53837;101833;106474
14;50976;103887;107281
15;50123;107346;104675
16;51667;108035;102442
17;53289;105884;102971
18;53368;103906;104870
19;52027;104475;105642
20;51456;105966;104722
21;51968;106372;103804
22;52709;105334;104101
23;52730;104667;104747
24;52235;104623;105286
25;51988;105282;104874
26;52070;105569;104505
27;52391;105690;104063
28;52502;105215;104427
29;52121;105151;104872
30;52198;105516;104430
31;52292;105425;104427
32;52312;105222;104610
33;52389;105349;104406
34;52332;105482;104330
35;52572;105018;104554
36;52607;104623;104914
37;52328;104634;105182
38;52136;105026;104982
39;52185;105412;104547
40;52053;105621;104470
41;52304;105556;104284
42;52499;105263;104382
43;52259;104874;105011
44;52171;105094;104879
45;52184;105282;104678
46;52272;105454;104418
47;52205;105335;104604
48;52292;105206;104646
49;52379;105374;104391
50;52189;105242;104713
51;51927;105776;104441
52;52071;105829;104244
53;52312;106077;103755
54;52796;105230;104118
55;52866;104317;104961
56;52314;104647;105183
57;51914;105272;104958
58;52173;105472;104499
59;52425;105252;104467
60;52362;105226;104556
61;52311;105399;104434
62;52330;105514;104300
63;52512;105057;104575
64;52601;104790;104753
65;52395;104374;105375
66;51759;105521;104864
67;52048;106278;103818
68;52781;105214;104149
69;52677;104649;104818
70;52192;105109;104843
71;52151;105458;104535
72;52532;105139;104473
73;52313;105269;104562
74;52361;105411;104372
75;52509;104979;104656
76;52281;104973;104890
77;52192;105270;104682
78;52439;105381;104324
79;52217;105152;104775
80;52306;105235;104603
81;52455;104835;104854
82;52211;105190;104743
83;52064;105582;104498
84;52191;105413;104540
85;52273;105952;103919
86;52518;105413;104213
87;52432;105095;104617
88;52386;104902;104856
89;52272;105180;104692
90;51988;105627;104529
91;51979;106148;104017
92;52518;105352;104274
93;52746;104757;104641
94;52358;104703;105083
95;51974;105392;104778
96;52095;105880;104169
97;52475;105539;104130
98;52522;105060;104562
99;52365;105263;104516
100;52214;105274;104656
101;52152;105521;104471
102;52151;105652;104341
103;52539;105184;104421
104;52506;104874;104764
105;52052;104927;105165
106;52036;105356;104752
107;52236;105600;104308
108;52468;105284;104392
109;52363;105084;104697
110;52238;105372;104534
111;52163;105525;104456
112;52039;105559;104546
113;52336;105327;104481
114;52165;105320;104659
115;52098;105562;104484
116;52087;105754;104303
117;52229;105741;104174
118;52321;105645;104178
119;52402;105354;104388
120;52536;104765;104843
121;52118;104993;105033
122;51716;105793;104635
123;52148;105949;104047
124;52411;105624;104109
125;52484;105216;104444
126;52531;104705;104908
127;51800;105490;104854
128;51917;105889;104338
129;52418;105592;104134
130;52427;105251;104466
131;52181;105328;104635
132;52025;105685;104434
133;52442;105461;104241
134;52599;105019;104526
135;52190;104792;105162
136;52043;105364;104737
137;52134;105684;104326
138;52422;105566;104156
139;52410;105264;104470
140;52383;104538;105223
141;51861;105530;104753
142;51997;105937;104210
143;52267;105420;104457
144;52371;104962;104811
145;52291;104965;104888
146;52183;104954;105007
147;52062;105444;104638
148;52260;105627;104257
149;52408;105426;104310
150;52274;105424;104446
1;39159;65553;157432
2;31013;78593;152538
3;24939;130143;107062
4;34826;149011;78307
5;50463;137552;74129
6;62461;112057;87626
7;60686;95072;106386
8;50250;98257;113637
9;44607;110497;107040
10;47790;116534;97820
11;53681;111713;96750
12;55808;104282;102054
13;53619;101848;106677
14;50619;104404;107121
15;50286;107415;104443
16;51718;107699;102727
17;52997;105725;103422
18;52928;104477;104739
19;52353;104445;105346
20;51757;105352;105035
21;52066;105639;104439
22;52458;105442;104244
23;52640;104802;104702
24;52510;104629;105005
25;52327;104587;105230
26;52402;104609;105133
27;52246;104890;105008
28;52132;105411;104601
29;52354;105461;104329
30;52424;105330;104390
31;52527;105331;104286
32;52391;105110;104643
33;52258;105147;104739
34;52209;105074;104861
35;52377;105154;104613
36;52366;105055;104723
37;52325;104782;105037
38;52155;105263;104726
39;52260;105182;104702
40;52244;105336;104564
41;52474;105248;104422
42;52621;105000;104523
43;52308;105057;104779
44;52296;105205;104643
45;52236;105350;104558
46;52269;105484;104391
47;52465;105220;104459
48;52429;105216;104499
49;52146;105259;104739
50;52187;105041;104916
51;52093;105530;104521
52;52325;105333;104486
53;52027;105470;104647
54;52044;105763;104337
55;52278;105793;104073
56;52476;105039;104629
57;52400;105038;104706
58;52084;105211;104849
59;51916;105409;104819
60;52138;105780;104226
61;52379;105413;104352
62;52129;105514;104501
63;52303;105422;104419
64;52298;105413;104433
65;52275;105242;104627
66;52135;105279;104730
67;52075;105193;104876
68;52076;105529;104539
69;52362;105420;104362
70;52507;105003;104634
71;52097;105106;104941
72;51965;105626;104553
73;52350;105432;104362
74;52338;105566;104240
75;52376;105272;104496
76;52429;105256;104459
77;52384;105251;104509
78;52149;105401;104594
79;52075;105645;104424
80;52318;105509;104317
81;52641;105050;104453
82;52372;104733;105039
83;52096;105247;104801
84;52223;105411;104510
85;52494;105370;104280
86;52579;104775;104790
87;52261;105060;104823
88;52090;105335;104719
89;52379;105414;104351
90;52406;105189;104549
91;52261;104951;104932
92;52046;105515;104583
93;52087;105275;104782
94;52104;105298;104742
95;51958;105857;104329
96;52311;105445;104388
97;52313;105362;104469
98;52309;104863;104972
99;52008;105248;104888
100;51922;105837;104385
101;52260;105611;104273
102;52424;105445;104275
103;52176;105017;104951
104;51907;105508;104729
105;52050;105935;104159
106;52382;105451;104311
107;52439;104942;104763
108;52110;105130;104904
109;52086;105663;104395
110;52367;105300;104477
111;52748;104506;104890
112;52095;104622;105427
113;51823;105686;104635
114;52197;105878;104069
115;52424;105379;104341
116;52025;105536;104583
117;52050;105747;104347
118;52523;105348;104273
119;52437;104902;104805
120;52058;105400;104686
121;52285;105446;104413
122;52203;105508;104433
123;52433;105116;104595
124;52361;104866;104917
125;52473;104743;104928
126;52208;104886;105050
127;51964;105507;104673
128;52073;105799;104272
129;52130;105829;104185
130;52459;105408;104277
131;52508;104965;104671
132;52160;105063;104921
133;52006;105461;104677
134;52102;105881;104161
135;52208;105806;104130
136;52489;105487;104168
137;52160;105198;104786
138;51973;105585;104586
139;52193;105800;104151
140;52331;105571;104242
141;52262;105302;104580
142;52117;105612;104415
143;52162;106036;103946
144;52616;105366;104162
145;52490;104997;104657
146;52224;105164;104756
147;52077;105600;104467
148;52248;105567;104329
149;52543;105230;104371
150;52267;105067;104810
1;39161;65833;157150
2;31556;78506;152082
3;25253;129299;107592
4;35246;147757;79141
5;50670;136572;74902
6;62442;111486;88216
7;60604;94573;106967
8;49929;98337;113878
9;44498;110641;107005
10;47756;116494;97894
11;53329;112008;96807
12;56096;104190;101858
13;53782;101485;106877
14;50608;104624;106912
15;50250;107667;104227
16;52080;107833;102231
17;53406;105552;103186
18;52969;104248;104927
19;52142;104709;105293
20;51926;105591;104627
21;52251;105608;104285
22;52541;105599;104004
23;52737;104960;104447
24;52554;104698;104892
25;52161;104765;105218
26;51838;105765;104541
27;52131;105613;104400
28;52586;105561;103997
29;52796;104709;104639
30;52546;104258;105340
31;51989;104995;105160
32;51880;105660;104604
33;52230;105714;104200
34;52486;104942;104716
35;52202;105235;104707
36;52246;105190;104708
37;52437;104943;104764
38;52367;105200;104577
39;52396;104690;105058
40;52404;104767;104973
41;52120;105280;104744
42;52257;105391;104496
43;52547;104686;104911
44;52251;104762;105131
45;52196;105465;104483
46;52263;105543;104338
47;52357;105317;104470
48;52391;105069;104684
49;52427;105024;104693
50;52059;105244;104841
51;52192;105316;104636
52;52449;104984;104711
53;52310;104996;104838
54;51897;105874;104373
55;52189;106098;103857
56;52579;105410;104155
57;52635;104731;104778
58;52162;104743;105239
59;51782;105665;104697
60;51997;105838;104309
61;52338;105393;104413
62;52235;105638;104271
63;52288;105603;104253
64;52199;105602;104343
65;52317;105543;104284
66;52282;105153;104709
67;52219;105586;104339
68;52087;105703;104354
69;52493;105613;104038
70;52674;104948;104522
71;52418;104715;105011
72;52045;104945;105154
73;51894;105695;104555
74;52079;105947;104118
75;52189;105516;104439
76;52298;105447;104399
77;52321;105278;104545
78;52301;105458;104385
79;52352;105243;104549
80;52023;105507;104614
81;52176;105597;104371
82;52282;105513;104349
83;52059;105587;104498
84;52365;105294;104485
85;52435;104944;104765
86;51943;105368;104833
87;52055;105926;104163
88;52362;105389;104393
89;52242;105279;104623
90;52208;105626;104310
91;52441;105687;104016
92;52306;105611;104227
93;52279;105941;103924
94;52416;105068;104660
95;52399;104890;104855
96;52324;105383;104437
97;51922;105612;104610
98;51997;105487;104660
99;52046;105846;104252
100;52189;105841;104114
101;52243;105817;104084
102;52261;105388;104495
103;52172;104966;105006
104;51947;105610;104587
105;51948;105841;104355
106;52009;105823;104312
107;51879;106172;104093
108;52155;105856;104133
109;52531;105385;104228
110;52394;105219;104531
111;52328;105574;104242
112;52235;105689;104220
113;52413;105310;104421
114;52269;105080;104795
115;52352;105139;104653
116;52323;104689;105132
117;52006;105107;105031
118;51849;105759;104536
119;51989;106024;104131
120;52385;105794;103965
121;52655;104848;104641
122;52383;104980;104781
123;51893;105632;104619
124;52124;105977;104043
125;52571;105509;104064
126;52437;104966;104741
127;52115;105524;104505
128;52162;105892;104090
129;52464;105561;104119
130;52178;105516;104450
131;52222;105347;104575
132;52165;105553;104426
133;52167;105514;104463
134;51969;105680;104495
135;52031;106024;104089
136;52323;105969;103852
137;52381;105683;104080
138;52241;105295;104608
139;52097;105609;104438
140;51890;105851;104403
141;52146;105817;104181
142;52209;105985;103950
143;52417;105470;104257
144;52367;105241;104536
145;52086;105351;104707
146;52015;105481;104648
147;52121;105822;104201
148;52237;105718;104189
149;52395;105443;104306
150;52366;105159;104619
1;39217;65614;157313
2;31385;78842;151917
3;25280;129582;107282
4;35217;148213;78714
5;50895;136546;74703
6;62303;111754;88087
7;60553;95056;106535
8;50192;98138;113814
9;44538;110355;107251
10;47735;116232;98177
11;53515;111617;97012
12;55704;104513;101927
13;53613;101670;106861
14;50688;104233;107223
15;49665;107752;104727
16;51474;108506;102164
17;53115;106472;102557
18;53492;104299;104353
19;52559;103844;105741
20;51439;104734;105971
21;51508;106070;104566
22;51915;106335;103894
23;52477;105622;104045
24;52536;105480;104128
25;52497;105153;104494
26;52640;104633;104871
27;52402;104597;105145
28;52007;105124;105013
29;51937;105618;104589
30;52294;105388;104462
31;52611;105013;104520
32;52443;104852;104849
33;52335;104987;104822
34;52501;104939;104704
35;52446;104823;104875
36;52148;105245;104751
37;52100;105740;104304
38;52553;105183;104408
39;52350;105342;104452
40;52203;105268;104673
41;52234;105501;104409
42;52482;105263;104399
43;52519;104767;104858
44;52291;105074;104779
45;52044;105636;104464
46;52186;105667;104291
47;52720;104978;104446
48;52569;104444;105131
49;52054;105102;104988
50;51909;105892;104343
51;52357;105801;103986
52;52735;105063;104346
53;52552;104574;105018
54;52264;105042;104838
55;52174;105382;104588
56;52040;105338;104766
57;52400;105372;104372
58;52399;105129;104616
59;52246;105269;104629
60;52344;105181;104619
61;52201;104987;104956
62;52139;105253;104752
63;51999;105655;104490
64;52189;105614;104341
65;52497;105168;104479
66;52311;105092;104741
67;51945;105506;104693
68;52111;105654;104379
69;52522;105436;104186
70;52580;105349;104215
71;52346;105026;104772
72;52104;105300;104740
73;52289;105307;104548
74;52136;105320;104688
75;52146;105173;104825
76;51978;105641;104525
77;52078;105738;104328
78;52262;106037;103845
79;52483;105701;103960
80;52639;104982;104523
81;52269;104917;104958
82;51976;105334;104834
83;52055;105456;104633
84;52102;105690;104352
85;52206;105717;104221
86;52457;105388;104299
87;52215;105345;104584
88;52139;105187;104818
89;51941;105543;104660
90;51971;106059;104114
91;52435;105634;104075
92;52637;105046;104461
93;52279;104922;104943
94;52168;105328;104648
95;52133;105531;104480
96;52147;105747;104250
97;52504;105360;104280
98;52419;105178;104547
99;52101;105196;104847
100;51817;105574;104753
101;52089;105725;104330
102;52164;105669;104311
103;52208;105581;104355
104;52284;105424;104436
105;52274;105277;104593
106;52257;105315;104572
107;51934;105647;104563
108;51986;106285;103873
109;52244;106170;103730
110;52542;105472;104130
111;52370;105366;104408
112;52086;105405;104653
113;52023;105668;104453
114;52131;105332;104681
115;52317;105381;104446
116;52368;105256;104520
117;52136;105584;104424
118;52079;105914;104151
119;52385;105325;104434
120;52552;104723;104869
121;52094;105204;104846
122;52135;105553;104456
123;52223;105861;104060
124;52274;105467;104403
125;52450;105434;104260
126;52283;105207;104654
127;51912;105574;104658
128;51925;106132;104087
129;52472;105525;104147
130;52214;105499;104431
131;52136;105515;104493
132;52324;105760;104060
133;52526;105187;104431
134;52159;105448;104537
135;52081;105594;104469
136;52220;105918;104006
137;52273;105807;104064
138;52261;105557;104326
139;52210;105135;104799
140;51905;105585;104654
141;52134;105694;104316
142;52252;105643;104249
143;52300;105517;104327
144;52060;105663;104421
145;52187;105851;104106
146;52251;105812;104081
147;52332;105653;104159
148;52162;105512;104470
149;52538;105140;104466
150;52458;104952;104734
1;39158;65558;157428
2;31193;78620;152331
3;24926;129862;107356
4;34766;148788;78590
5;50287;137993;73864
6;62100;112802;87242
7;60908;95516;105720
8;50444;98053;113647
9;44574;110060;107510
10;47318;116837;97989
11;53361;112530;96253
12;56052;104600;101492
13;53791;101581;106772
14;50913;103686;107545
15;50004;107562;104578
16;51425;108147;102572
17;53099;106372;102673
18;53490;104320;104334
19;52664;103905;105575
20;51609;104970;105565
21;51560;106144;104440
22;52442;105838;103864
23;52642;105180;104322
24;52671;104220;105253
25;52013;105032;105099
26;51982;105485;104677
27;52274;105573;104297
28;52513;105019;104612
29;52470;104776;104898
30;52328;104658;105158
31;52176;104976;104992
32;52009;105668;104467
33;52435;105441;104268
34;52527;104925;104692
35;52182;105185;104777
36;51995;105736;104413
37;52272;105514;104358
38;52496;105278;104370
39;52599;104896;104649
40;52282;104695;105167
41;52196;105217;104731
42;52534;105039;104571
43;52630;104850;104664
44;52478;104663;105003
45;52265;105049;104830
46;52181;105670;104293
47;52315;105539;104290
48;52495;105373;104276
49;52408;104876;104860
50;52050;105598;104496
51;52119;105823;104202
52;52381;105860;103903
53;52617;105150;104377
54;52429;104873;104842
55;51984;105236;104924
56;52034;105515;104595
57;52169;105532;104443
58;52512;105041;104591
59;52413;104950;104781
60;51951;105324;104869
61;51972;105695;104477
62;52472;105433;104239
63;52392;104899;104853
64;52197;105033;104914
65;51846;105526;104772
66;52140;105984;104020
67;52438;105474;104232
68;52478;105386;104280
69;52468;104897;104779
70;52172;105215;104757
71;52088;105719;104337
72;52327;105754;104063
73;52437;105555;104152
74;52400;105197;104547
75;52327;105149;104668
76;52335;105375;104434
77;52430;105170;104544
78;52300;105154;104690
79;52187;105491;104466
80;52262;105601;104281
81;52453;105195;104496
82;52500;105012;104632
83;52198;105264;104682
84;52264;105558;104322
85;52408;105340;104396
86;52512;104993;104639
87;52328;105150;104666
88;52205;105232;104707
89;52393;105240;104511
90;52452;104889;104803
91;52191;105215;104738
92;52016;105634;104494
93;52248;105914;103982
94;52606;105432;104106
95;52327;105011;104806
96;52235;105011;104898
97;52284;105138;104722
98;52208;105052;104884
99;52169;105471;104504
100;52252;105523;104369
101;52419;105088;104637
102;52034;105572;104538
103;52206;105416;104522
104;52421;104885;104838
105;52358;105087;104699
106;52252;105064;104828
107;52202;105315;104627
108;52023;105421;104700
109;52235;105601;104308
110;52112;105698;104334
111;52131;105493;104520
112;52472;105300;104372
113;52331;105026;104787
114;52467;104910;104767
115;52196;104865;105083
116;51912;105374;104858
117;51842;106125;104177
118;52150;106176;103818
119;52711;105562;103871
120;52553;104497;105094
121;52142;104816;105186
122;51957;105598;104589
123;52209;105956;103979
124;52365;105757;104022
125;52409;105372;104363
126;52616;105226;104302
127;52382;104740;105022
128;52038;104919;105187
129;51965;105476;104703
130;51935;105739;104470
131;52080;106311;103753
132;52304;105909;103931
133;52357;105544;104243
134;52408;105155;104581
135;52109;105536;104499
136;52104;105647;104393
137;52118;105841;104185
138;52285;105562;104297
139;52148;105530;104466
140;52365;105411;104368
141;52286;105219;104639
142;52113;105601;104430
143;52158;105331;104655
144;52292;105477;104375
145;52222;105480;104442
146;52086;105686;104372
147;52191;105457;104496
148;52154;105427;104563
149;52345;105660;104139
150;52322;105084;104738
1;39376;65273;157495
2;31261;78549;152334
3;25087;129815;107242
4;35182;148349;78613
5;50913;136631;74600
6;62322;111659;88163
7;60804;94938;106402
8;50231;97853;114060
9;44333;110646;107165
10;47673;116544;97927
11;53399;112182;96563
12;55810;104553;101781
13;53805;101517;106822
14;50875;103893;107376
15;50451;107072;104621
16;51901;107638;102605
17;53293;105786;103065
18;52998;104329;104817
19;52220;104325;105599
20;51638;105486;105020
21;52217;106054;103873
22;52687;105287;104170
23;52759;104529;104856
24;52442;104191;105511
25;51946;105013;105185
26;51773;105590;104781
27;52001;106093;104050
28;52407;105479;104258
29;52214;105098;104832
30;52073;105576;104495
31;52056;105648;104440
32;52119;105727;104298
33;52476;105414;104254
34;52559;104826;104759
35;52024;105214;104906
36;52199;105552;104393
37;52524;105551;104069
38;52577;105197;104370
39;52476;104658;105010
40;52152;104788;105204
41;51959;105354;104831
42;52236;105449;104459
43;52173;105557;104414
44;52160;105579;104405
45;52293;105659;104192
46;52464;105566;104114
47;52752;105029;104363
48;52596;104542;105006
49;51969;104758;105417
50;51958;105508;104678
51;52029;105832;104283
52;52053;105889;104202
53;52297;105519;104328
54;52451;104965;104728
55;52239;104934;104971
56;52111;105305;104728
57;52023;105596;104525
58;51962;105923;104259
59;52422;105850;103872
60;52423;105286;104435
61;52237;105452;104455
62;52145;105416;104583
63;52037;105649;104458
64;52015;105750;104379
65;52147;105539;104458
66;52350;105557;104237
67;52317;105596;104231
68;52064;105782;104298
69;51959;106118;104067
70;52511;105751;103882
