t;fuego;arboles;vacios
40;50058;554652;443866
41;50759;548313;449504
42;51506;541815;455255
43;52556;535320;460700
44;53419;527766;467391
45;54086;520718;473772
46;54835;513348;480393
47;55629;505509;487438
48;55481;498666;494429
49;55446;492996;500134
50;55243;488125;505208
51;54899;484295;509382
52;54565;480773;513238
53;54377;477725;516474
54;53961;475657;518958
55;53621;473963;520992
56;53509;472486;522581
57;53696;471102;523778
58;54040;469416;525120
59;54308;467950;526318
60;54933;465500;528143
61;55302;462696;530578
62;55735;459584;533257
63;55716;457404;535456
64;56167;454954;537455
65;56424;452574;539578
66;56577;450414;541585
67;56600;448010;543966
68;56960;445486;546130
69;56913;443091;548572
70;56736;441387;550453
71;56574;439678;552324
72;56161;438956;553459
73;55378;439169;554029
74;55177;439176;554223
75;55054;439542;553980
76;55443;439580;553553
77;55719;439308;553549
78;56150;438447;553979
79;56091;437742;554743
80;56601;436837;555138
81;57035;435189;556352
82;57062;433620;557894
83;56905;432604;559067
84;57094;431495;559987
85;57016;430645;560915
86;56787;429971;561818
87;56563;429645;562368
88;56245;429945;562386
89;56024;430362;562190
90;55564;431093;561919
91;55521;431912;561143
92;55439;432645;560492
93;55436;432991;560149
94;55323;433752;559501
95;55828;434150;558598
96;56497;433823;558256
97;56697;433089;558790
98;56978;432156;559442
99;57077;430281;561218
100;57034;429809;561733
101;56935;429248;562393
102;57166;428744;562666
103;57302;427351;563923
104;57195;426528;564853
105;57039;425743;565794
106;56581;425423;566572
107;56306;425897;566373
108;55839;426598;566139
109;55542;427604;565430
110;55582;428198;564796
111;55793;428742;564041
112;55939;429209;563428
113;56019;429419;563138
114;56291;429318;562967
115;56251;429298;563027
116;56118;428989;563469
117;56050;429420;563106
118;56348;429600;562628
119;56367;429115;563094
120;56200;429367;563009
121;55926;429984;562666
122;55659;430665;562252
123;55768;430992;561816
124;55782;431586;561208
125;56363;431054;561159
126;56631;430447;561498
127;56432;429789;562355
128;56273;429762;562541
129;56598;429301;562677
130;56417;429241;562918
131;56170;429099;563307
132;55876;429029;563671
133;55742;429537;563297
134;55880;429993;562703
135;55988;429856;562732
136;55910;430543;562123
137;56218;430420;561938
138;56188;430283;562105
139;56246;430630;561700
140;56255;430619;561702
141;56166;430618;561792
142;56079;430587;561910
143;56201;430368;562007
144;56309;429932;562335
145;56495;429741;562340
146;56439;429418;562719
147;56408;428896;563272
148;56121;428764;563691
149;56143;428965;563468
150;56172;429240;563164
1;157318;262659;628599
2;125480;62534;860562
3;19917;128575;900084
4;7752;211006;829818
5;4647;289173;754756
6;3544;361481;683551
7;3106;426704;618766
8;2950;485633;559993
9;3071;538593;506912
10;3467;585850;459259
11;4098;627740;416738
12;4930;664585;379061
13;6096;696326;346154
14;7610;723129;317837
15;9651;745229;293696
16;12094;762564;273918
17;15070;774739;258767
18;18544;782265;247767
19;22621;784383;241572
20;26665;782054;239857
21;31004;775234;242338
22;35321;764051;249204
23;39175;749652;259749
24;42452;733121;273003
25;44883;715934;287759
26;46677;698246;303653
27;47732;680688;320156
28;48416;664075;336085
29;48772;648823;350981
30;49161;635048;364367
31;49293;622257;377026
32;49009;611022;388545
33;48689;601443;398444
34;48251;592935;407390
35;48232;585336;415008
36;48325;578669;421582
37;48502;572261;427813
38;48750;566222;433604
39;49583;559975;439018
40;50262;553777;444537
41;51368;547179;450029
42;52408;539676;456492
43;53409;531651;463516
44;53529;524388;470659
45;54053;517300;477223
46;54451;510603;483522
47;54595;504428;489553
48;54771;498725;495080
49;55159;493023;500394
50;55312;487477;505787
51;55006;483067;510503
52;55075;478712;514789
53;55181;475067;518328
54;55060;471939;521577
55;54820;469842;523914
56;54811;467895;525870
57;54633;465915;528028
58;54555;463869;530152
59;54392;462515;531669
60;54493;460640;533443
61;54760;459206;534610
62;54845;458130;535601
63;55188;456539;536849
64;55740;454399;538437
65;55830;452518;540228
66;56168;450214;542194
67;56182;447827;544567
68;56191;446351;546034
69;56368;444979;547229
70;56279;443527;548770
71;56538;441793;550245
72;56591;440266;551719
73;56456;439248;552872
74;56177;438193;554206
75;55893;437989;554694
76;55746;437744;555086
77;55670;437531;555375
78;55503;437860;555213
79;55505;438150;554921
80;55539;438173;554864
81;56053;437553;554970
82;56512;436349;555715
83;56625;435277;556674
84;56692;434475;557409
85;56710;433676;558190
86;56847;432167;559562
87;56651;431799;560126
88;56829;430755;560992
89;56892;429742;561942
90;57059;429173;562344
91;56891;428448;563237
92;56370;428678;563528
93;56284;428670;563622
94;56057;428781;563738
95;56027;429467;563082
96;55989;429679;562908
97;56072;429636;562868
98;56030;429433;563113
99;55966;429325;563285
100;56160;429922;562494
101;56019;430279;562278
102;56083;430672;561821
103;56182;430276;562118
104;56272;430183;562121
105;56289;430132;562155
106;56569;429985;562022
107;56669;429434;562473
108;56382;429077;563117
109;56353;428777;563446
110;56576;428586;563414
111;56680;428539;563357
112;56729;428207;563640
113;56434;428245;563897
114;56643;428532;563401
115;56813;427744;564019
116;56653;427118;564805
117;56122;427428;565026
118;55744;428137;564695
119;55906;428892;563778
120;55796;429463;563317
121;55927;429984;562665
122;56164;430098;562314
123;56253;429917;562406
124;56368;429757;562451
125;56348;429980;562248
126;56313;430001;562262
127;56500;429782;562294
128;56594;429228;562754
129;56705;429096;562775
130;56493;428962;563121
131;56640;428574;563362
132;56589;428183;563804
133;56548;428032;563996
134;56633;427477;564466
135;56380;427301;564895
136;56341;427713;564522
137;56349;427774;564453
138;56151;428071;564354
139;55985;428269;564322
140;55893;428832;563851
141;55699;429609;563268
142;55640;430379;562557
143;55436;431108;562032
144;55521;431655;561400
145;55478;431784;561314
146;56070;431915;560591
147;56767;431166;560643
148;56632;430167;561777
149;56954;429349;562273
150;56642;428683;563251
1;157195;262186;629195
2;124946;62727;860903
3;20050;128814;899712
4;7838;210896;829842
5;4625;289306;754645
6;3437;361345;683794
7;2971;426460;619145
8;2916;485604;560056
9;3033;538591;506952
10;3360;585822;459394
11;4022;628037;416517
12;4863;664946;378767
13;5949;696546;346081
14;7486;723298;317792
15;9402;745526;293648
16;11775;763048;273753
17;14723;776032;257821
18;18154;783791;246631
19;22005;786346;240225
20;26139;784498;237939
21;30188;777882;240506
22;34264;767741;246571
23;38153;754038;256385
24;41566;737849;269161
25;43944;720930;283702
26;45860;703434;299282
27;47473;686023;315080
28;48432;668798;331346
29;48807;653095;346674
30;48727;639267;360582
31;48857;626523;373196
32;48720;615049;384807
33;48337;605140;395099
34;48025;596489;404062
35;47838;588706;412032
36;47924;582142;418510
37;48212;575999;424365
38;48294;570436;429846
39;48735;564387;435454
40;49384;558306;440886
41;50396;551811;446369
42;51507;545146;451923
43;52344;537869;458363
44;53328;530619;464629
45;54036;523064;471476
46;54766;515517;478293
47;55519;508167;484890
48;55574;500753;492249
49;55602;494427;498547
50;55531;488757;504288
51;55416;483487;509673
52;55287;479360;513929
53;54791;475911;517874
54;54543;472990;521043
55;53948;471427;523201
56;53522;470052;525002
57;53508;468873;526195
58;53340;468066;527170
59;53698;467215;527663
60;53953;466309;528314
61;54559;464224;529793
62;55419;461439;531718
63;55639;458685;534252
64;56008;456554;536014
65;56267;453957;538352
66;56556;451068;540952
67;56603;448318;543655
68;56874;445566;546136
69;56812;443540;548224
70;56613;441956;550007
71;56603;440337;551636
72;56715;438891;552970
73;56795;437493;554288
74;56275;436251;556050
75;55828;435784;556964
76;55682;436144;556750
77;55374;436183;557019
78;55488;436275;556813
79;55355;436399;556822
80;55188;436661;556727
81;55173;437421;555982
82;55173;437811;555592
83;55533;437881;555162
84;55808;437595;555173
85;56070;437101;555405
86;56352;436195;556029
87;56476;435488;556612
88;56567;434618;557391
89;56607;433709;558260
90;56546;433108;558922
91;56709;432291;559576
92;56636;431461;560479
93;56389;431330;560857
94;56573;430773;561230
95;56600;430128;561848
96;56569;430012;561995
97;56604;428993;562979
98;56368;429063;563145
99;56050;429564;562962
100;56151;429838;562587
101;56220;429781;562575
102;55957;430075;562544
103;55848;430243;562485
104;55922;431257;561397
105;55805;431625;561146
106;55921;431462;561193
107;56339;431071;561166
108;56471;431112;560993
109;56493;431242;560841
110;56789;430673;561114
111;56926;429980;561670
112;57009;429187;562380
113;56611;428953;563012
114;56493;428467;563616
115;55976;428905;563695
116;55630;429647;563299
117;55559;430370;562647
118;55480;431313;561783
119;55520;431915;561141
120;55486;432280;560810
121;55785;432566;560225
122;55944;432498;560134
123;56109;432424;560043
124;56204;432206;560166
125;56352;431531;560693
126;56542;430851;561183
127;56743;430254;561579
128;56786;429399;562391
129;56778;428823;562975
130;56412;429145;563019
131;56503;428697;563376
132;56558;428606;563412
133;56524;428289;563763
134;56329;428197;564050
135;56491;428249;563836
136;56257;428553;563766
137;56307;428442;563827
138;56415;428309;563852
139;56118;427906;564552
140;56057;428459;564060
141;56423;428378;563775
142;56498;428189;563889
143;56271;428020;564285
144;55922;428756;563898
145;55899;429091;563586
146;56107;429109;563360
147;56124;429255;563197
148;56262;429475;562839
149;56275;429468;562833
150;55929;429976;562671
1;156865;261852;629859
2;124879;63106;860591
3;20120;128930;899526
4;8023;210716;829837
5;4742;288869;754965
6;3590;360964;684022
7;3108;426407;619061
8;3039;485921;559616
9;3265;538724;506587
10;3692;585822;459062
11;4309;627516;416751
12;5194;663714;379668
13;6431;695483;346662
14;8000;722094;318482
15;9935;744105;294536
16;12520;761059;274997
17;15533;773174;259869
18;19031;779955;249590
19;23007;781788;243781
20;27431;778598;242547
21;31882;771089;245605
22;36186;759394;252996
23;40349;744270;263957
24;43748;727055;277773
25;46284;708412;293880
26;48272;689447;310857
27;49472;671233;327871
28;50175;654082;344319
29;50535;637973;360068
30;50423;623668;374485
31;50299;610830;387447
32;49828;599912;398836
33;49339;590435;408802
34;48819;582239;417518
35;48214;575801;424561
36;48052;570455;430069
37;47974;565240;435362
38;48329;560647;439600
39;49058;555560;443958
40;49700;550483;448393
41;50504;544745;453327
42;51798;538495;458283
43;52732;531654;464190
44;53775;524652;470149
45;54098;517726;476752
46;54557;510814;483205
47;55029;503901;489646
48;55092;497716;495768
49;55440;491882;501254
50;55504;486263;506809
51;54984;481678;511914
52;54633;478402;515541
53;54502;475721;518353
54;54389;473167;521020
55;54134;471207;523235
56;54100;469419;525057
57;53762;468267;526547
58;53697;467252;527627
59;54020;465891;528665
60;54436;464566;529574
61;54749;462789;531038
62;54918;460650;533008
63;55430;458259;534887
64;55747;455587;537242
65;55885;453504;539187
66;56198;451374;541004
67;56566;449076;542934
68;56514;446846;545216
69;56665;445120;546791
70;56549;443271;548756
71;56289;442434;549853
72;56490;440789;551297
73;56081;439797;552698
74;55559;439416;553601
75;55315;439389;553872
76;55343;439082;554151
77;55531;439301;553744
78;55781;438847;553948
79;55880;438145;554551
80;56006;437597;554973
81;56120;437058;555398
82;56388;436222;555966
83;56689;435005;556882
84;56960;433690;557926
85;57063;432713;558800
86;56774;431987;559815
87;56477;431466;560633
88;56305;431637;560634
89;56351;431248;560977
90;56443;430962;561171
91;56587;430695;561294
92;56288;430815;561473
93;56362;430367;561847
94;56321;430696;561559
95;56279;430954;561343
96;56125;430825;561626
97;55424;431458;561694
98;55862;431812;560902
99;55986;432461;560129
100;56357;432102;560117
101;56294;431514;560768
102;56346;431344;560886
103;56460;430606;561510
104;56443;430320;561813
105;56405;430198;561973
106;56592;429687;562297
107;56551;429061;562964
108;56348;429045;563183
109;56403;429178;562995
110;56579;429254;562743
111;56811;429172;562593
112;56660;428777;563139
113;56713;428091;563772
114;56593;427887;564096
115;56245;427790;564541
116;56175;428240;564161
117;55946;428566;564064
118;56069;429363;563144
119;56129;429754;562693
120;56011;429679;562886
121;55987;430077;562512
122;55845;430668;562063
123;55714;431236;561626
124;55925;431529;561122
125;56132;431489;560955
126;56200;431542;560834
127;56412;431539;560625
128;56551;431053;560972
129;56475;430785;561316
130;56509;430554;561513
131;56568;429985;562023
132;56300;429997;562279
133;56728;429598;562250
134;56960;428707;562909
135;57360;427710;563506
136;57317;426599;564660
137;57361;425613;565602
138;56976;424890;566710
139;56664;424827;567085
140;56335;425629;566612
141;56065;426100;566411
142;56110;426656;565810
143;55983;427378;565215
144;56091;427355;565130
145;55707;427953;564916
146;55571;429376;563629
147;55425;430343;562808
148;55809;430664;562103
149;56082;430715;561779
150;56210;430872;561494
1;157341;261622;629613
2;124888;62636;861052
3;19754;129371;899451
4;7907;211485;829184
5;4581;289481;754514
6;3462;361154;683960
7;2996;426417;619163
8;2948;485386;560242
9;3045;538729;506802
10;3390;586123;459063
11;4025;627702;416849
12;4839;664500;379237
13;6007;696187;346382
14;7556;723161;317859
15;9373;745679;293524
16;11713;763298;273565
17;14517;776033;258026
18;17912;783968;246696
19;21642;787186;239748
20;25672;785643;237261
21;29947;779235;239394
22;33927;769328;245321
23;37780;756462;254334
24;41255;740649;266672
25;43883;723430;281263
26;45931;705712;296933
27;47143;688188;313245
28;47802;671957;328817
29;48432;656507;343637
30;48717;642012;357847
31;48825;629237;370514
32;48671;617879;382026
33;48633;607399;392544
34;48460;598202;401914
35;48854;589493;410229
36;48860;581354;418362
37;49191;574151;425234
38;49144;567663;431769
39;49599;561132;437845
40;50107;554703;443766
41;51101;547666;449809
42;51808;540769;455999
43;52712;533456;462408
44;53067;526687;468822
45;53287;520434;474855
46;54000;513926;480650
47;54341;507183;487052
48;54627;501433;492516
49;54471;496084;498021
50;54398;491503;502675
51;54678;486833;507065
52;54708;483068;510800
53;54890;478981;514705
54;54621;475579;518376
55;54661;472668;521247
56;54674;469957;523945
57;54617;467604;526355
58;54416;465762;528398
59;54201;464452;529923
60;54383;462906;531287
61;54459;461137;532980
62;54708;459531;534337
63;54881;457710;535985
64;54927;456510;537139
65;55303;454720;538553
66;55751;452714;540111
67;56254;450587;541735
68;56640;448293;543643
69;56683;445702;546191
70;56888;443294;548394
71;57084;440986;550506
72;56918;438834;552824
73;57053;436818;554705
74;56832;435599;556145
75;56614;434781;557181
76;56140;434281;558155
77;55534;434636;558406
78;55450;434814;558312
79;55364;435533;557679
80;55240;435987;557349
81;55195;436332;557049
82;55385;436681;556510
83;55861;436318;556397
84;56103;435802;556671
85;56231;435460;556885
86;56212;435174;557190
87;56342;434583;557651
88;56197;434249;558130
89;56718;433482;558376
90;56602;432829;559145
91;56624;431704;560248
92;56682;431012;560882
93;56346;430532;561698
94;56027;430886;561663
95;55744;431172;561660
96;55734;431586;561256
97;55528;432414;560634
98;55742;433014;559820
99;55997;432998;559581
100;55892;432990;559694
101;55829;433386;559361
102;55860;433603;559113
103;56210;433251;559115
104;56402;433098;559076
105;56341;432694;559541
106;56504;432100;559972
107;56612;431815;560149
108;56612;431050;560914
109;56753;430412;561411
110;56948;429321;562307
111;57103;428674;562799
112;57043;427829;563704
113;56416;427550;564610
114;55830;427772;564974
115;55390;428796;564390
116;54975;430195;563406
117;54658;432014;561904
118;54980;433493;560103
119;55295;434480;558801
120;55395;434640;558541
121;55465;435583;557528
122;55866;435617;557093
123;56397;435439;556740
124;56340;434626;557610
125;56764;433645;558167
126;56929;432610;559037
127;57460;431189;559927
128;57454;429484;561638
129;57512;428005;563059
130;57154;427123;564299
131;56531;427193;564852
132;55967;427506;565103
133;55850;428162;564564
134;55930;429079;563567
135;55852;429895;562829
136;55874;430720;561982
137;55460;431310;561806
138;55691;431618;561267
139;55877;431736;560963
140;55783;432164;560629
141;55843;432652;560081
142;56011;432321;560244
143;56312;432232;560032
144;56382;431660;560534
145;56641;431165;560770
146;56419;431063;561094
147;56651;430404;561521
148;56737;429802;562037
149;56782;429368;562426
150;56655;428698;563223
1;157534;261780;629262
2;125378;63244;859954
3;20379;129023;899174
4;7996;210760;829820
5;4806;288910;754860
6;3584;361007;683985
7;3143;426220;619213
8;3110;484905;560561
9;3217;537782;507577
10;3517;585306;459753
11;4115;627361;417100
12;4992;664142;379442
13;6218;695977;346381
14;7791;723065;317720
15;9728;745166;293682
16;12175;762512;273889
17;15133;774957;258486
18;18505;782239;247832
19;22310;784532;241734
20;26523;782305;239748
21;30916;775550;242110
22;34992;764672;248912
23;38507;751203;258866
24;41644;735353;271579
25;44228;718231;286117
26;46447;700512;301617
27;48054;682617;317905
28;49169;665099;334308
29;49819;648766;349991
30;49791;634041;364744
31;49685;620947;377944
32;49180;609457;389939
33;48939;599261;400376
34;48708;590229;409639
35;48369;582747;417460
36;48370;576021;424185
37;48245;570281;430050
38;48402;564900;435274
39;48895;559290;440391
40;49559;553780;445237
41;50570;547827;450179
42;51773;541289;455514
43;52714;534030;461832
44;53753;526577;468246
45;54595;518910;475071
46;55123;511763;481690
47;55816;503838;488922
48;55686;496945;495945
49;55851;490688;502037
50;55558;485338;507680
51;55517;480741;512318
52;55255;476468;516853
53;54845;473661;520070
54;54516;471271;522789
55;54269;469268;525039
56;53851;468387;526338
57;53835;466995;527746
58;53711;465817;529048
59;54011;465126;529439
60;53925;464035;530616
61;54226;462814;531536
62;54767;461025;532784
63;55079;458778;534719
64;55739;456685;536152
65;56278;454020;538278
66;56439;451105;541032
67;56726;448466;543384
68;56738;445826;546012
69;56743;443068;548765
70;56644;441464;550468
