t;fuego;arboles;vacios
98;769;6985;8630
99;810;7079;8495
100;873;7075;8436
1;2452;4135;9797
2;1978;967;13439
3;319;1969;14096
4;114;3262;13008
5;68;4515;11801
6;54;5603;10727
7;50;6596;9738
8;58;7530;8796
9;63;8344;7977
10;63;9090;7231
11;73;9717;6594
12;91;10300;5993
13;111;10769;5504
14;150;11186;5048
15;175;11479;4730
16;194;11804;4386
17;256;11974;4154
18;315;12084;3985
19;371;12083;3930
20;430;12064;3890
21;519;11948;3917
22;590;11736;4058
23;662;11455;4267
24;739;11152;4493
25;772;10864;4748
26;827;10523;5034
27;866;10165;5353
28;916;9769;5699
29;951;9368;6065
30;902;9077;6405
31;870;8878;6636
32;862;8680;6842
33;841;8533;7010
34;809;8420;7155
35;788;8321;7275
36;767;8282;7335
37;739;8317;7328
38;654;8368;7362
39;661;8484;7239
40;657;8535;7192
41;703;8537;7144
42;720;8556;7108
43;746;8497;7141
44;791;8400;7193
45;783;8339;7262
46;840;8202;7342
47;856;8095;7433
48;856;7944;7584
49;836;7808;7740
50;853;7751;7780
51;850;7668;7866
52;872;7586;7926
53;855;7491;8038
54;827;7449;8108
55;846;7384;8154
56;868;7348;8168
57;829;7262;8293
58;844;7250;8290
59;817;7256;8311
60;828;7234;8322
61;816;7229;8339
62;791;7251;8342
63;784;7288;8312
64;787;7331;8266
65;827;7321;8236
66;837;7247;8300
67;849;7254;8281
68;900;7199;8285
69;925;7110;8349
70;942;6980;8462
71;944;6897;8543
72;959;6765;8660
73;913;6699;8772
74;906;6623;8855
75;882;6634;8868
76;836;6714;8834
77;852;6715;8817
78;854;6744;8786
79;882;6737;8765
80;891;6702;8791
81;838;6726;8820
82;781;6870;8733
83;751;6994;8639
84;789;7083;8512
85;809;7137;8438
86;853;7119;8412
87;879;7120;8385
88;938;6965;8481
89;968;6843;8573
90;1025;6588;8771
91;1035;6454;8895
92;1019;6324;9041
93;986;6271;9127
94;971;6187;9226
95;911;6160;9313
96;847;6285;9252
97;792;6382;9210
98;770;6567;9047
99;744;6721;8919
100;769;6857;8758
1;2423;4126;9835
2;2010;965;13409
3;331;1980;14073
4;123;3269;12992
5;62;4536;11786
6;51;5682;10651
7;38;6674;9672
8;30;7632;8722
9;31;8479;7874
10;33;9205;7146
11;36;9843;6505
12;41;10464;5879
13;58;10959;5367
14;76;11398;4910
15;100;11787;4497
16;122;12132;4130
17;161;12432;3791
18;203;12614;3567
19;267;12702;3415
20;292;12727;3365
21;344;12712;3328
22;368;12682;3334
23;403;12621;3360
24;414;12519;3451
25;446;12407;3531
26;450;12307;3627
27;451;12219;3714
28;447;12145;3792
29;423;12109;3852
30;432;12044;3908
31;456;11994;3934
32;456;11931;3997
33;488;11850;4046
34;498;11764;4122
35;517;11660;4207
36;532;11537;4315
37;558;11403;4423
38;593;11263;4528
39;601;11097;4686
40;590;10971;4823
41;603;10817;4964
42;635;10678;5071
43;665;10554;5165
44;667;10410;5307
45;687;10250;5447
46;736;10059;5589
47;773;9845;5766
48;812;9612;5960
49;867;9318;6199
50;874;9056;6454
51;856;8865;6663
52;869;8626;6889
53;859;8427;7098
54;837;8285;7262
55;806;8203;7375
56;791;8172;7421
57;796;8136;7452
58;781;8083;7520
59;788;8046;7550
60;801;8022;7561
61;851;7915;7618
62;850;7752;7782
63;809;7722;7853
64;804;7661;7919
65;814;7620;7950
66;820;7644;7920
67;850;7560;7974
68;854;7523;8007
69;849;7545;7990
70;806;7544;8034
71;815;7498;8071
72;842;7447;8095
73;847;7399;8138
74;837;7427;8120
75;839;7409;8136
76;834;7394;8156
77;860;7316;8208
78;867;7310;8207
79;878;7291;8215
80;917;7212;8255
81;952;7110;8322
82;940;7032;8412
83;976;6899;8509
84;955;6792;8637
85;899;6757;8728
86;864;6788;8732
87;875;6803;8706
88;888;6819;8677
89;855;6819;8710
90;874;6754;8756
91;865;6771;8748
92;854;6753;8777
93;859;6794;8731
94;852;6850;8682
95;873;6865;8646
96;894;6836;8654
97;858;6891;8635
98;847;6957;8580
99;821;6945;8618
100;832;6947;8605
1;2424;4031;9929
2;1929;1033;13422
3;338;2039;14007
4;137;3327;12920
5;80;4526;11778
6;42;5648;10694
7;37;6688;9659
8;34;7620;8730
9;35;8454;7895
10;45;9212;7127
11;56;9873;6455
12;69;10450;5865
13;94;10953;5337
14;108;11406;4870
15;137;11756;4491
16;165;12024;4195
17;210;12267;3907
18;284;12410;3690
19;340;12429;3615
20;436;12330;3618
21;495;12197;3692
22;589;11967;3828
23;661;11672;4051
24;721;11353;4310
25;782;11008;4594
26;838;10615;4931
27;861;10275;5248
28;875;9956;5553
29;880;9649;5855
30;874;9342;6168
31;886;9087;6411
32;895;8847;6642
33;887;8594;6903
34;849;8430;7105
35;835;8341;7208
36;825;8252;7307
37;845;8162;7377
38;852;8045;7487
39;802;7976;7606
40;815;7924;7645
41;794;7901;7689
42;830;7887;7667
43;832;7847;7705
44;802;7825;7757
45;781;7831;7772
46;775;7838;7771
47;808;7826;7750
48;823;7786;7775
49;854;7668;7862
50;856;7624;7904
51;863;7515;8006
52;883;7408;8093
53;944;7263;8177
54;902;7154;8328
55;856;7132;8396
56;854;7126;8404
57;857;7089;8438
58;863;7037;8484
59;830;6985;8569
60;855;6959;8570
61;859;6928;8597
62;832;6895;8657
63;806;6912;8666
64;771;6995;8618
65;762;7076;8546
66;777;7151;8456
67;777;7226;8381
68;826;7236;8322
69;873;7149;8362
70;900;7120;8364
71;938;7020;8426
72;944;6935;8505
73;914;6864;8606
74;913;6767;8704
75;893;6747;8744
76;899;6690;8795
77;901;6634;8849
78;899;6675;8810
79;880;6709;8795
80;934;6644;8806
81;904;6605;8875
82;897;6600;8887
83;923;6592;8869
84;919;6570;8895
85;897;6540;8947
86;906;6565;8913
87;887;6567;8930
88;836;6642;8906
89;854;6694;8836
90;876;6665;8843
91;847;6677;8860
92;840;6768;8776
93;853;6763;8768
94;875;6708;8801
95;901;6680;8803
96;934;6618;8832
97;929;6549;8906
98;926;6554;8904
99;910;6551;8923
100;913;6526;8945
1;2540;4142;9702
2;2002;1008;13374
3;330;2030;14024
4;129;3285;12970
5;81;4503;11800
6;55;5653;10676
7;52;6693;9639
8;60;7619;8705
9;73;8422;7889
10;69;9128;7187
11;95;9710;6579
12;112;10220;6052
13;142;10711;5531
14;178;11125;5081
15;203;11460;4721
16;233;11645;4506
17;297;11814;4273
18;341;11914;4129
19;386;11922;4076
20;435;11875;4074
21;493;11766;4125
22;579;11590;4215
23;633;11393;4358
24;694;11170;4520
25;718;10902;4764
26;744;10660;4980
27;784;10367;5233
28;816;10049;5519
29;815;9772;5797
30;852;9489;6043
31;880;9180;6324
32;875;8953;6556
33;854;8753;6777
34;827;8608;6949
35;814;8464;7106
36;806;8360;7218
37;808;8319;7257
38;814;8216;7354
39;847;8096;7441
40;859;8017;7508
41;837;7977;7570
42;813;7965;7606
43;864;7851;7669
44;860;7741;7783
45;842;7659;7883
46;874;7607;7903
47;870;7543;7971
48;881;7467;8036
49;902;7380;8102
50;873;7287;8224
51;855;7272;8257
52;844;7228;8312
53;851;7250;8283
54;832;7251;8301
55;840;7207;8337
56;832;7207;8345
57;863;7202;8319
58;862;7154;8368
59;874;7135;8375
60;878;7047;8459
61;900;6968;8516
62;905;6933;8546
63;918;6841;8625
64;888;6790;8706
65;878;6751;8755
66;880;6755;8749
67;868;6782;8734
68;852;6809;8723
69;839;6863;8682
70;844;6913;8627
71;830;6947;8607
72;879;6913;8592
73;899;6890;8595
74;925;6792;8667
75;906;6760;8718
76;948;6694;8742
77;925;6647;8812
78;902;6649;8833
79;876;6612;8896
80;864;6655;8865
81;868;6655;8861
82;859;6720;8805
83;885;6723;8776
84;899;6735;8750
85;862;6741;8781
86;835;6757;8792
87;817;6892;8675
88;877;6873;8634
89;902;6825;8657
90;905;6779;8700
91;916;6714;8754
92;885;6635;8864
93;904;6658;8822
94;896;6710;8778
95;928;6671;8785
96;892;6666;8826
97;927;6641;8816
98;881;6659;8844
99;890;6606;8888
100;862;6657;8865
1;2445;4146;9793
2;2011;988;13385
3;332;2013;14039
4;143;3325;12916
5;94;4477;11813
6;70;5592;10722
7;61;6623;9700
8;56;7553;8775
9;58;8405;7921
10;55;9134;7195
11;64;9784;6536
12;69;10339;5976
13;89;10871;5424
14;106;11315;4963
15;135;11624;4625
16;167;11899;4318
17;206;12092;4086
18;275;12223;3886
19;334;12254;3796
20;404;12235;3745
21;465;12125;3794
22;530;11964;3890
23;586;11735;4063
24;657;11494;4233
25;706;11189;4489
26;768;10896;4720
27;789;10580;5015
28;833;10225;5326
29;850;9922;5612
30;873;9607;5904
31;876;9321;6187
32;862;9063;6459
33;887;8792;6705
34;877;8585;6922
35;847;8469;7068
36;783;8377;7224
37;754;8340;7290
38;713;8322;7349
39;688;8332;7364
40;679;8382;7323
41;656;8463;7265
42;649;8587;7148
43;675;8643;7066
44;700;8701;6983
45;746;8660;6978
46;800;8555;7029
47;905;8354;7125
48;943;8167;7274
49;989;7885;7510
50;1007;7568;7809
51;1023;7324;8037
52;1026;7107;8251
53;1022;6869;8493
54;991;6714;8679
55;906;6672;8806
56;872;6676;8836
57;799;6769;8816
58;801;6835;8748
59;741;6952;8691
60;689;7137;8558
61;688;7278;8418
62;680;7445;8259
63;732;7503;8149
64;788;7523;8073
65;837;7478;8069
66;888;7408;8088
67;916;7304;8164
68;963;7145;8276
69;1002;6959;8423
70;1015;6777;8592
71;996;6631;8757
72;981;6576;8827
73;935;6528;8921
74;884;6516;8984
75;835;6546;9003
76;859;6569;8956
77;801;6713;8870
78;795;6803;8786
79;817;6843;8724
80;770;6883;8731
81;792;6977;8615
82;831;7012;8541
83;886;7024;8474
84;901;6943;8540
85;900;6876;8608
86;908;6868;8608
87;945;6767;8672
88;954;6628;8802
89;970;6533;8881
90;950;6454;8980
91;955;6375;9054
92;931;6386;9067
93;925;6386;9073
94;908;6430;9046
95;857;6485;9042
96;805;6557;9022
97;766;6690;8928
98;754;6834;8796
99;772;6948;8664
100;812;6981;8591
1;2503;4037;9844
2;1981;955;13448
3;317;1969;14098
4;140;3177;13067
5;76;4386;11922
6;52;5579;10753
7;47;6566;9771
8;54;7484;8846
9;60;8345;7979
10;67;9093;7224
11;87;9743;6554
12;117;10303;5964
13;144;10714;5526
14;173;11101;5110
15;215;11419;4750
16;266;11652;4466
17;340;11759;4285
18;404;11773;4207
19;497;11673;4214
20;573;11541;4270
21;678;11290;4416
22;736;10997;4651
23;818;10655;4911
24;864;10296;5224
25;907;9910;5567
26;910;9550;5924
27;899;9282;6203
28;898;9014;6472
29;891;8708;6785
30;838;8513;7033
31;781;8432;7171
32;761;8380;7243
33;752;8334;7298
34;724;8309;7351
35;711;8283;7390
36;693;8296;7395
37;689;8307;7388
38;704;8328;7352
39;716;8331;7337
40;764;8326;7294
41;794;8224;7366
42;788;8174;7422
43;851;8099;7434
44;864;7973;7547
45;868;7887;7629
46;880;7784;7720
47;844;7708;7832
48;862;7649;7873
49;870;7563;7951
50;871;7476;8037
51;877;7382;8125
52;871;7296;8217
53;867;7291;8226
54;868;7227;8289
55;842;7207;8335
56;826;7284;8274
57;821;7261;8302
58;796;7287;8301
59;812;7284;8288
60;785;7295;8304
61;813;7323;8248
62;830;7319;8235
63;840;7288;8256
64;843;7259;8282
65;859;7209;8316
66;837;7157;8390
67;872;7127;8385
68;904;7037;8443
69;960;6921;8503
70;915;6812;8657
71;911;6763;8710
72;901;6746;8737
73;878;6745;8761
74;866;6789;8729
75;908;6706;8770
76;881;6696;8807
77;835;6705;8844
78;819;6774;8791
79;798;6823;8763
80;813;6876;8695
81;845;6977;8562
82;876;6987;8521
83;898;6974;8512
84;915;6888;8581
85;921;6848;8615
86;974;6728;8682
87;948;6642;8794
88;924;6614;8846
89;901;6633;8850
90;925;6634;8825
91;918;6611;8855
92;920;6581;8883
93;925;6531;8928
94;878;6576;8930
95;838;6641;8905
96;886;6599;8899
97;889;6577;8918
98;873;6555;8956
99;863;6643;8878
100;861;6643;8880
1;2527;4008;9849
2;2011;1044;13329
3;328;2060;13996
4;120;3334;12930
5;69;4524;11791
6;46;5645;10693
7;43;6653;9688
8;38;7590;8756
9;46;8437;7901
10;43;9161;7180
11;48;9815;6521
12;58;10408;5918
13;85;10930;5369
14;106;11339;4939
15;141;11708;4535
16;179;11963;4242
17;210;12175;3999
18;249;12321;3814
19;307;12388;3689
20;397;12353;3634
21;469;12249;3666
22;528;12090;3766
23;595;11863;3926
24;673;11577;4134
25;749;11230;4405
26;802;10878;4704
27;853;10477;5054
28;845;10140;5399
29;884;9817;5683
30;886;9514;5984
31;868;9291;6225
32;821;9149;6414
33;835;8941;6608
34;840;8775;6769
35;826;8598;6960
36;791;8510;7083
37;787;8427;7170
38;775;8362;7247
39;785;8293;7306
40;793;8239;7352
41;769;8222;7393
42;810;8145;7429
43;859;8039;7486
44;900;7869;7615
45;925;7702;7757
46;927;7527;7930
47;914;7428;8042
48;891;7308;8185
49;889;7232;8263
50;843;7165;8376
51;810;7168;8406
52;824;7160;8400
53;846;7181;8357
54;839;7192;8353
55;839;7176;8369
56;863;7151;8370
57;878;7110;8396
58;892;7085;8407
59;858;7040;8486
60;880;7016;8488
61;872;6969;8543
62;891;6929;8564
63;900;6937;8547
64;942;6838;8604
65;960;6765;8659
66;981;6607;8796
67;946;6552;8886
68;907;6513;8964
69;875;6520;8989
70;836;6605;8943
71;800;6697;8887
72;878;6743;8763
73;875;6786;8723
74;861;6810;8713
75;856;6838;8690
76;833;6878;8673
77;856;6865;8663
78;872;6864;8648
79;886;6860;8638
80;928;6867;8589
81;933;6817;8634
82;995;6755;8634
83;1016;6611;8757
84;999;6521;8864
85;962;6429;8993
86;939;6419;9026
87;932;6375;9077
88;949;6327;9108
89;941;6311;9132
90;887;6326;9171
91;857;6403;9124
92;828;6498;9058
93;781;6624;8979
94;754;6734;8896
95;797;6847;8740
96;849;6856;8679
97;877;6871;8636
98;887;6819;8678
99;891;6837;8656
100;896;6747;8741
1;2493;4182;9709
2;1985;989;13410
3;313;2012;14059
4;129;3300;12955
5;99;4518;11767
6;63;5605;10716
7;59;6627;9698
8;59;7521;8804
9;70;8353;7961
10;82;9107;7195
11;85;9702;6597
12;103;10221;6060
13;119;10682;5583
14;150;11091;5143
15;205;11379;4800
16;278;11565;4541
17;342;11691;4351
18;403;11751;4230
19;468;11692;4224
20;528;11616;4240
21;610;11422;4352
22;710;11133;4541
23;781;10813;4790
24;848;10442;5094
25;912;10001;5471
26;952;9624;5808
27;955;9230;6199
28;966;8900;6518
29;959;8622;6803
30;968;8319;7097
31;962;8109;7313
32;956;7853;7575
33;901;7706;7777
34;849;7650;7885
35;801;7645;7938
36;782;7621;7981
37;764;7670;7950
38;754;7702;7928
39;737;7701;7946
40;719;7768;7897
41;711;7822;7851
42;711;7837;7836
43;803;7801;7780
44;804;7756;7824
45;836;7740;7808
46;871;7626;7887
47;842;7555;7987
48;865;7481;8038
49;876;7395;8113
50;854;7318;8212
51;881;7262;8241
52;892;7234;8258
53;894;7184;8306
54;893;7160;8331
55;903;7136;8345
56;872;7067;8445
57;877;7032;8475
58;844;7038;8502
59;888;7002;8494
60;922;6889;8573
61;943;6775;8666
62;909;6765;8710
63;917;6739;8728
64;919;6693;8772
65;905;6663;8816
66;891;6636;8857
67;866;6709;8809
68;839;6805;8740
69;800;6863;8721
70;832;6877;8675
71;856;6951;8577
72;866;6940;8578
73;852;6969;8563
74;838;6970;8576
75;846;6981;8557
76;856;7027;8501
77;912;6987;8485
78;930;6934;8520
79;969;6842;8573
80;980;6715;8689
81;966;6588;8830
82;959;6475;8950
83;962;6429;8993
84;899;6413;9072
85;861;6476;9047
86;835;6554;8995
87;833;6627;8924
88;842;6701;8841
89;852;6716;8816
90;889;6709;8786
91;945;6635;8804
92;917;6605;8862
93;916;6557;8911
94;890;6551;8943
95;905;6548;8931
96;913;6513;8958
97;930;6496;8958
98;903;6497;8984
99;870;6538;8976
100;856;6571;8957
1;2402;4140;9842
2;1971;1005;13408
3;339;2039;14006
4;140;3320;12924
5;83;4496;11805
6;55;5636;10693
7;56;6592;9736
8;55;7510;8819
9;59;8312;8013
10;60;9084;7240
11;64;9755;6565
12;87;10300;5997
13;114;10794;5476
14;140;11163;5081
15;167;11537;4680
16;222;11794;4368
17;276;11940;4168
18;339;11983;4062
19;409;11998;3977
20;483;11907;3994
21;575;11741;4068
22;659;11480;4245
23;752;11146;4486
24;804;10779;4801
25;841;10421;5122
26;875;10070;5439
27;836;9758;5790
28;803;9556;6025
29;778;9365;6241
30;776;9203;6405
31;758;9102;6524
32;745;8970;6669
33;752;8887;6745
34;761;8817;6806
35;757;8704;6923
36;765;8656;6963
37;742;8604;7038
38;737;8583;7064
39;750;8609;7025
40;781;8542;7061
41;831;8447;7106
42;867;8355;7162
43;914;8160;7310
44;951;7980;7453
45;949;7812;7623
46;967;7624;7793
47;922;7481;7981
48;928;7351;8105
49;907;7240;8237
50;890;7165;8329
51;861;7156;8367
52;858;7166;8360
53;858;7193;8333
54;859;7210;8315
55;839;7167;8378
56;840;7115;8429
57;825;7111;8448
58;828;7153;8403
59;841;7201;8342
60;889;7117;8378
61;887;7077;8420
62;898;7010;8476
63;914;6925;8545
64;922;6845;8617
65;944;6773;8667
66;937;6686;8761
67;926;6612;8846
68;871;6585;8928
69;832;6617;8935
70;850;6682;8852
71;866;6695;8823
72;879;6708;8797
73;852;6734;8798
74;837;6745;8802
75;805;6825;8754
76;835;6866;8683
77;860;6890;8634
78;873;6915;8596
79;850;6947;8587
80;882;6868;8634
81;894;6827;8663
82;889;6808;8687
83;866;6813;8705
84;904;6754;8726
85;891;6737;8756
86;886;6716;8782
87;887;6681;8816
88;885;6697;8802
89;912;6600;8872
90;918;6593;8873
91;926;6564;8894
92;958;6533;8893
93;945;6509;8930
94;909;6538;8937
95;870;6594;8920
96;852;6602;8930
97;851;6663;8870
98;847;6738;8799
99;822;6800;8762
100;812;6903;8669
1;2480;4130;9774
2;2009;952;13423
3;300;2043;14041
4;112;3375;12897
5;55;4584;11745
6;49;5697;10638
7;34;6737;9613
8;33;7629;8722
9;37;8497;7850
10;39;9230;7115
11;47;9901;6436
12;55;10535;5794
13;74;11033;5277
14;85;11504;4795
15;109;11882;4393
16;137;12186;4061
17;164;12418;3802
18;210;12577;3597
19;258;12664;3462
20;314;12686;3384
21;351;12679;3354
22;416;12612;3356
23;476;12497;3411
24;550;12265;3569
25;595;12015;3774
26;629;11775;3980
27;662;11529;4193
28;659;11294;4431
29;625;11114;4645
30;627;10933;4824
31;636;10804;4944
32;661;10653;5070
33;663;10501;5220
34;680;10331;5373
35;653;10213;5518
36;669;10090;5625
37;686;9943;5755
38;721;9793;5870
39;746;9668;5970
40;768;9521;6095
41;783;9355;6246
42;815;9197;6372
43;825;9004;6555
44;809;8855;6720
45;779;8758;6847
46;784;8621;6979
47;764;8571;7049
48;797;8487;7100
49;795;8381;7208
50;785;8331;7268
51;803;8239;7342
52;805;8188;7391
53;801;8142;7441
54;796;8095;7493
55;824;8003;7557
56;812;7924;7648
57;811;7901;7672
58;801;7933;7650
59;819;7896;7669
60;852;7815;7717
61;867;7724;7793
62;883;7636;7865
63;937;7480;7967
64;924;7389;8071
65;904;7263;8217
66;908;7186;8290
67;904;7081;8399
68;891;7001;8492
69;841;7012;8531
70;855;7032;8497
71;861;7029;8494
72;860;7030;8494
73;840;7046;8498
74;798;7094;8492
75;792;7144;8448
76;823;7166;8395
77;835;7128;8421
78;861;7125;8398
79;840;7155;8389
80;884;7142;8358
81;862;7109;8413
82;906;7036;8442
83;912;6944;8528
84;936;6899;8549
85;931;6845;8608
86;917;6792;8675
87;857;6798;8729
88;876;6781;8727
89;890;6788;8706
90;907;6746;8731
91;896;6713;8775
92;915;6693;8776
93;945;6658;8781
94;965;6591;8828
95;951;6542;8891
96;930;6555;8899
97;924;6484;8976
98;880;6490;9014
99;895;6436;9053
100;902;6475;9007
1;2439;4144;9801
2;2010;1033;13341
3;350;2039;13995
4;152;3285;12947
5;87;4465;11832
6;62;5631;10691
7;53;6659;9672
8;50;7569;8765
9;52;8412;7920
10;55;9135;7194
11;64;9771;6549
12;79;10383;5922
13;98;10882;5404
14;124;11306;4954
15;159;11692;4533
16;208;11917;4259
17;249;12103;4032
18;309;12180;3895
19;373;12166;3845
20;445;12105;3834
21;518;11969;3897
22;607;11760;4017
23;674;11511;4199
24;725;11204;4455
25;780;10865;4739
26;844;10520;5020
27;889;10099;5396
28;875;9785;5724
29;860;9462;6062
30;871;9197;6316
31;881;8943;6560
32;885;8726;6773
33;884;8540;6960
34;861;8379;7144
35;820;8259;7305
36;809;8199;7376
37;785;8125;7474
38;723;8095;7566
39;675;8181;7528
40;652;8259;7473
41;686;8310;7388
42;721;8364;7299
43;758;8303;7323
44;772;8264;7348
45;754;8179;7451
46;792;8126;7466
47;798;8050;7536
48;805;7983;7596
49;818;7950;7616
50;852;7842;7690
51;885;7750;7749
52;913;7626;7845
53;930;7520;7934
54;917;7390;8077
55;913;7333;8138
56;892;7252;8240
57;903;7221;8260
58;883;7130;8371
59;911;7076;8397
60;901;7013;8470
61;863;7017;8504
62;828;7015;8541
63;830;7033;8521
64;814;7052;8518
65;842;7047;8495
66;891;7008;8485
67;918;6931;8535
68;902;6908;8574
69;941;6823;8620
70;904;6804;8676
71;872;6782;8730
72;858;6837;8689
73;852;6817;8715
74;827;6818;8739
75;787;6916;8681
76;815;6987;8582
77;852;7044;8488
78;853;7059;8472
79;880;7099;8405
80;830;7088;8466
81;816;7134;8434
82;835;7130;8419
83;898;7125;8361
84;936;7030;8418
85;952;6916;8516
86;976;6821;8587
87;972;6654;8758
88;939;6637;8808
89;939;6559;8886
90;880;6579;8925
91;855;6565;8964
92;837;6697;8850
93;795;6790;8799
94;790;6910;8684
