t;fuego;arboles;vacios
96;13698;107598;140848
97;13699;107781;140664
98;13650;108237;140257
99;13855;108477;139812
100;13994;108512;139638
101;14038;108543;139563
102;14029;108333;139782
103;14046;108393;139705
104;13976;108346;139822
105;14058;108372;139714
106;14277;108235;139632
107;14420;107681;140043
108;14511;107138;140495
109;14382;106731;141031
110;14337;106427;141380
111;14223;106318;141603
112;14279;105985;141880
113;14364;105753;142027
114;14199;105973;141972
115;14173;106002;141969
116;14087;106061;141996
117;13887;106341;141916
118;13660;106821;141663
119;13741;107109;141294
120;13729;107680;140735
121;13707;107899;140538
122;13738;108310;140096
123;13807;108392;139945
124;13809;108466;139869
125;14000;108380;139764
126;13977;108410;139757
127;13991;108557;139596
128;14155;108466;139523
129;14169;108334;139641
130;14230;108120;139794
131;14256;107728;140160
132;14196;107703;140245
133;14201;107440;140503
134;14398;107089;140657
135;14249;106927;140968
136;14344;106729;141071
137;14256;106404;141484
138;14091;106641;141412
139;14134;106440;141570
140;14053;106467;141624
141;14076;106594;141474
142;13874;106948;141322
143;13987;107175;140982
144;13775;107320;141049
145;13790;107568;140786
146;13834;107685;140625
147;13779;108095;140270
148;13890;108311;139943
149;14013;108153;139978
150;14132;108025;139987
1;39121;65534;157489
2;31230;15843;215071
3;5019;32329;224796
4;2014;52635;207495
5;1110;72144;188890
6;877;90222;171045
7;732;106677;154735
8;690;121451;140003
9;732;134813;126599
10;829;146616;114699
11;927;157074;104143
12;1150;166323;94671
13;1454;174318;86372
14;1836;181097;79211
15;2335;186690;73119
16;2855;191079;68210
17;3538;194412;64194
18;4416;196477;61251
19;5430;197271;59443
20;6482;196802;58860
21;7543;195199;59402
22;8492;192647;61005
23;9333;189554;63257
24;10028;185951;66165
25;10737;181886;69521
26;11130;177767;73247
27;11553;173580;77011
28;11630;169774;80740
29;11751;166055;84338
30;11765;162720;87659
31;11776;159753;90615
32;11775;156889;93480
33;11784;154400;95960
34;11671;152329;98144
35;11672;150370;100102
36;11759;148788;101597
37;11905;147088;103151
38;12040;145438;104666
39;12337;143681;106126
40;12555;141501;108088
41;12728;139609;109807
42;12981;137749;111414
43;13185;135661;113298
44;13495;133576;115073
45;13729;131266;117149
46;13954;128874;119316
47;14029;126746;121369
48;14016;124958;123170
49;13830;123591;124723
50;13859;122270;126015
51;13784;121142;127218
52;13655;120065;128424
53;13646;119292;129206
54;13479;118952;129713
55;13371;118469;130304
56;13305;118069;130770
57;13409;117672;131063
58;13430;117390;131324
59;13495;117038;131611
60;13373;116834;131937
61;13392;116784;131968
62;13434;116560;132150
63;13471;116137;132536
64;13753;115719;132672
65;13927;115248;132969
66;14177;114332;133635
67;14275;113352;134517
68;14392;112261;135491
69;14344;111363;136437
70;14360;110719;137065
71;14320;110199;137625
72;14426;109329;138389
73;14462;108714;138968
74;14098;108527;139519
75;14074;108560;139510
76;13955;108462;139727
77;13937;108312;139895
78;13978;108233;139933
79;13886;108177;140081
80;14048;108061;140035
81;13678;108635;139831
82;13533;109038;139573
83;13724;109235;139185
84;13870;109191;139083
85;13989;108738;139417
86;14110;108495;139539
87;14155;108488;139501
88;14036;108329;139779
89;14031;108615;139498
90;14206;108209;139729
91;14294;107962;139888
92;14220;107807;140117
93;14133;107434;140577
94;14132;107414;140598
95;14139;107239;140766
96;14010;107202;140932
97;13987;107242;140915
98;13940;107236;140968
99;13882;107406;140856
100;13936;107537;140671
101;13831;107725;140588
102;13762;107817;140565
103;13704;108412;140028
104;13907;108481;139756
105;14085;108442;139617
106;14244;108225;139675
107;14265;107953;139926
108;14243;107708;140193
109;14277;107531;140336
110;14316;107458;140370
111;14439;107057;140648
112;14649;106635;140860
113;14735;106196;141213
114;14691;105485;141968
115;14631;104854;142659
116;14353;104973;142818
117;14092;104979;143073
118;14037;105478;142629
119;13845;105809;142490
120;13770;106247;142127
121;13673;106735;141736
122;13629;107289;141226
123;13585;107901;140658
124;13616;108297;140231
125;13662;108742;139740
126;13648;109156;139340
127;13736;109268;139140
128;14014;109217;138913
129;14037;109142;138965
130;14193;108889;139062
131;14244;108642;139258
132;14245;108336;139563
133;14370;107675;140099
134;14498;107148;140498
135;14505;106703;140936
136;14303;106367;141474
137;14094;106319;141731
138;13997;106509;141638
139;13908;107038;141198
140;13863;107336;140945
141;13936;107248;140960
142;13990;107387;140767
143;13804;107479;140861
144;13843;107442;140859
145;13891;107769;140484
146;13908;107935;140301
147;14096;107878;140170
148;14231;107442;140471
149;14291;107317;140536
150;14234;107311;140599
1;38883;65710;157551
2;31051;15472;215621
3;4826;32183;225135
4;1939;52811;207394
5;1178;72407;188559
6;896;90610;170638
7;792;106713;154639
8;741;121598;139805
9;773;134961;126410
10;871;146899;114374
11;1061;157465;103618
12;1266;166716;94162
13;1558;174487;86099
14;1941;181132;79071
15;2406;186770;72968
16;2990;191025;68129
17;3680;194129;64335
18;4558;195974;61612
19;5606;196539;59999
20;6691;195880;59573
21;7826;193879;60439
22;8809;191117;62218
23;9809;187508;64827
24;10651;183347;68146
25;11363;178835;71946
26;11921;174157;76066
27;12161;169664;80319
28;12326;165398;84420
29;12367;161447;88330
30;12222;158027;91895
31;12023;155219;94902
32;11837;152944;97363
33;11796;150945;99403
34;11717;149156;101271
35;11536;147833;102775
36;11688;146526;103930
37;11822;145135;105187
38;12000;143550;106594
39;12101;142054;107989
40;12346;140720;109078
41;12545;139047;110552
42;12983;137153;112008
43;13316;134920;113908
44;13572;132796;115776
45;13801;130579;117764
46;13939;128524;119681
47;13925;126529;121690
48;13811;124809;123524
49;13920;123319;124905
50;13869;121903;126372
51;13843;120633;127668
52;13710;119598;128836
53;13869;118444;129831
54;13419;118013;130712
55;13300;117924;130920
56;13213;117861;131070
57;13126;117839;131179
58;13264;117694;131186
59;13311;117469;131364
60;13427;117209;131508
61;13635;116658;131851
62;13773;116155;132216
63;14031;115331;132782
64;14244;114235;133665
65;14333;113209;134602
66;14312;112290;135542
67;14354;111427;136363
68;14348;110645;137151
69;14146;110212;137786
70;14214;109663;138267
71;14150;109576;138418
72;14176;109239;138729
73;14033;109093;139018
74;13778;109211;139155
75;13737;109466;138941
76;13842;109407;138895
77;13767;109553;138824
78;13755;109579;138810
79;13862;109511;138771
80;14009;109401;138734
81;14162;109209;138773
82;14386;108657;139101
83;14346;108145;139653
84;14416;107639;140089
85;14334;107279;140531
86;14227;107449;140468
87;14173;107359;140612
88;13995;107380;140769
89;13716;107816;140612
90;13652;108035;140457
91;13580;108535;140029
92;13513;108979;139652
93;13542;109292;139310
94;13779;109476;138889
95;14115;109100;138929
96;14066;108855;139223
97;14209;108587;139348
98;14376;108100;139668
99;14302;107816;140026
100;14223;107524;140397
101;14106;107603;140435
102;13948;107737;140459
103;14094;107726;140324
104;14125;107521;140498
105;13952;107549;140643
106;14122;107543;140479
107;14173;107473;140498
108;14110;107387;140647
109;14049;107410;140685
110;14008;107586;140550
111;14165;107317;140662
112;14164;107390;140590
113;14102;107373;140669
114;14106;107134;140904
115;14054;107208;140882
116;14079;107397;140668
117;14126;107285;140733
118;14078;107384;140682
119;13984;107155;141005
120;14003;107398;140743
121;13996;107648;140500
122;13989;107663;140492
123;13984;107780;140380
124;14043;107634;140467
125;13947;107765;140432
126;14006;107861;140277
127;14066;107888;140190
128;13969;108126;140049
129;13988;108188;139968
130;14196;107998;139950
131;14277;107781;140086
132;14509;107196;140439
133;14389;106900;140855
134;14465;106743;140936
135;14313;106614;141217
136;14362;106412;141370
137;14355;106291;141498
138;14170;106388;141586
139;14119;106414;141611
140;14079;106406;141659
141;14107;106377;141660
142;14043;106422;141679
143;13958;106670;141516
144;13937;106860;141347
145;13886;107075;141183
146;13680;107585;140879
147;13698;107881;140565
148;13754;108164;140226
149;13777;108321;140046
150;14116;108274;139754
1;39501;65322;157321
2;31311;15593;215240
3;5076;31912;225156
4;1976;52341;207827
5;1159;71941;189044
6;858;89965;171321
7;747;106353;155044
8;744;121007;140393
9;753;134512;126879
10;874;146310;114960
11;1063;156650;104431
12;1289;165771;95084
13;1547;173869;86728
14;1917;180510;79717
15;2387;186083;73674
16;3016;190396;68732
17;3755;193532;64857
18;4655;195427;62062
19;5604;196107;60433
20;6677;195413;60054
21;7752;193903;60489
22;8889;191115;62140
23;9790;187491;64863
24;10698;183314;68132
25;11286;178821;72037
26;11706;174228;76210
27;11926;169912;80306
28;12127;165800;84217
29;12384;161855;87905
30;12471;158171;91502
31;12428;154999;94717
32;12143;152378;97623
33;11971;150207;99966
34;11903;148374;101867
35;11965;146639;103540
36;12152;145010;104982
37;12266;143279;106599
38;12470;141284;108390
39;12561;139577;110006
40;12973;137676;111495
41;13089;135790;113265
42;13362;133881;114901
43;13540;131710;116894
44;13747;129765;118632
45;13784;127738;120622
46;14061;125711;122372
47;14071;124055;124018
48;14160;122133;125851
49;14161;120627;127356
50;14126;119235;128783
51;13952;118239;129953
52;13769;117339;131036
53;13592;116822;131730
54;13445;116463;132236
55;13324;116372;132448
56;13350;116086;132708
57;13247;116190;132707
58;13307;116307;132530
59;13323;116302;132519
60;13422;116240;132482
61;13628;115838;132678
62;13714;115470;132960
63;13913;114936;133295
64;14053;114179;133912
65;14202;113403;134539
66;14414;112245;135485
67;14534;111255;136355
68;14519;110304;137321
69;14568;109629;137947
70;14415;108960;138769
71;14243;108623;139278
72;14034;108425;139685
73;13889;108705;139550
74;13734;108852;139558
75;13686;109171;139287
76;13766;109421;138957
77;13888;109555;138701
78;13842;109641;138661
79;13736;109775;138633
80;13792;109795;138557
81;14085;109452;138607
82;14173;109024;138947
83;14276;108728;139140
84;14248;108296;139600
85;14220;108100;139824
86;14211;107878;140055
87;14112;107596;140436
88;14070;107392;140682
89;14066;107237;140841
90;13976;107283;140885
91;13914;107373;140857
92;13858;107767;140519
93;13786;108168;140190
94;13950;108187;140007
95;14046;108107;139991
96;14057;107962;140125
97;13991;107829;140324
98;14053;107836;140255
99;14133;107726;140285
100;14049;107999;140096
101;14079;107908;140157
102;14139;107813;140192
103;14136;107575;140433
104;14122;107672;140350
105;13963;107901;140280
106;14064;107753;140327
107;14042;107626;140476
108;14026;107675;140443
109;13957;107805;140382
110;13858;108023;140263
111;13902;108123;140119
112;13931;108173;140040
113;13841;108304;139999
114;13809;108470;139865
115;13872;108579;139693
116;13866;108606;139672
117;13977;108667;139500
118;14112;108573;139459
119;14189;108195;139760
120;14251;107613;140280
121;14285;107341;140518
122;14175;107171;140798
123;14157;107207;140780
124;14170;107222;140752
125;14201;107064;140879
126;14109;106975;141060
127;13992;107093;141059
128;14019;107023;141102
129;14068;107019;141057
130;13978;107197;140969
131;13945;107338;140861
132;13939;107433;140772
133;14090;107323;140731
134;14128;107029;140987
135;13953;107129;141062
136;14082;107212;140850
137;14124;107237;140783
138;14105;107250;140789
139;14011;107481;140652
140;13948;107614;140582
141;14066;107703;140375
142;14021;107768;140355
143;14095;107767;140282
144;14175;107358;140611
145;14178;107178;140788
146;14083;107245;140816
147;14008;107353;140783
148;13877;107600;140667
149;13882;107614;140648
150;14082;107610;140452
1;39183;65750;157211
2;31408;15655;215081
3;5050;32173;224921
4;2013;52576;207555
5;1181;72335;188628
6;939;90189;171016
7;826;106360;154958
8;794;121141;140209
9;823;134458;126863
10;892;146196;115056
11;1014;156738;104392
12;1201;165963;94980
13;1507;173932;86705
14;1946;180531;79667
15;2442;186079;73623
16;3030;190292;68822
17;3778;193382;64984
18;4621;195226;62297
19;5649;195974;60521
20;6663;195383;60098
21;7711;193748;60685
22;8690;191288;62166
23;9640;187838;64666
24;10564;183736;67844
25;11298;179204;71642
26;11720;174754;75670
27;12116;170174;79854
28;12338;165746;84060
29;12364;161709;88071
30;12390;158179;91575
31;12345;155056;94743
32;12377;152062;97705
33;12370;149532;100242
34;12325;147351;102468
35;12278;145410;104456
36;12196;143551;106397
37;12110;142255;107779
38;12252;140832;109060
39;12402;139421;110321
40;12421;138103;111620
41;12528;136866;112750
42;12777;135414;113953
43;13161;133634;115349
44;13425;131690;117029
45;13616;129857;118671
46;13721;128091;120332
47;13781;126463;121900
48;13849;124827;123468
49;13959;123229;124956
50;13944;121923;126277
51;13919;120783;127442
52;13891;119584;128669
53;14001;118383;129760
54;13935;117405;130804
55;13826;116687;131631
56;13852;116082;132210
57;13522;115972;132650
58;13578;115695;132871
59;13641;115422;133081
60;13827;114795;133522
61;13831;114356;133957
62;13927;113670;134547
63;13891;113269;134984
64;13908;112838;135398
65;14034;112546;135564
66;14289;112165;135690
67;14265;111322;136557
68;14144;110947;137053
69;14338;110438;137368
70;14446;109844;137854
71;14458;109206;138480
72;14348;108802;138994
73;14204;108585;139355
74;14161;108506;139477
75;14133;108324;139687
76;14092;108215;139837
77;14216;108145;139783
78;14321;107788;140035
79;14238;107389;140517
80;14125;107161;140858
81;13844;107382;140918
82;13716;107710;140718
83;13688;108207;140249
84;13795;108463;139886
85;13896;108679;139569
86;14029;108682;139433
87;14083;108548;139513
88;14116;108335;139693
89;14222;108055;139867
90;14249;107654;140241
91;14401;107305;140438
92;14217;107034;140893
93;14131;106929;141084
94;14157;106977;141010
95;14159;106928;141057
96;14022;106835;141287
97;13830;107126;141188
98;13819;107295;141030
99;13840;107757;140547
100;13728;107956;140460
101;13784;108281;140079
102;13830;108548;139766
103;13888;108604;139652
104;13912;108686;139546
105;14063;108680;139401
106;14158;108708;139278
107;14321;108251;139572
108;14310;107761;140073
109;14338;107376;140430
110;14202;107289;140653
111;14184;107020;140940
112;14200;106911;141033
113;14213;106811;141120
114;14170;106821;141153
115;14269;106605;141270
116;14248;106521;141375
117;14215;106420;141509
118;14061;106367;141716
119;14058;106406;141680
120;13924;106632;141588
121;13848;107024;141272
122;13788;107190;141166
123;13910;107609;140625
124;13949;107570;140625
125;13742;107671;140731
126;13832;107966;140346
127;13824;108065;140255
128;13902;108143;140099
129;13901;108145;140098
130;14135;108039;139970
131;14105;107972;140067
132;14197;107659;140288
133;14147;107505;140492
134;14225;107378;140541
135;14269;107180;140695
136;14292;107164;140688
137;14075;107155;140914
138;14118;107169;140857
139;13877;107182;141085
140;13924;107286;140934
141;14018;107278;140848
142;14131;107226;140787
143;14032;107244;140868
144;14035;107458;140651
145;14096;107438;140610
146;14203;107292;140649
147;14131;107250;140763
148;14120;107027;140997
149;13923;107381;140840
150;14044;107339;140761
1;39338;65503;157303
2;31355;15708;215081
3;4966;32123;225055
4;1991;52544;207609
5;1194;71981;188969
6;878;89978;171288
7;749;106298;155097
8;741;121121;140282
9;768;134393;126983
10;855;146339;114950
11;996;156749;104399
12;1187;166014;94943
13;1421;174016;86707
14;1770;181106;79268
15;2215;186864;73065
16;2805;191493;67846
17;3464;194887;63793
18;4300;197056;60788
19;5115;197895;59134
20;6160;197742;58242
21;7208;196197;58739
22;8208;193750;60186
23;9107;190626;62411
24;9932;187042;65170
25;10701;182813;68630
26;11310;178280;72554
27;11638;173796;76710
28;11835;169625;80684
29;12019;165586;84539
30;12121;161924;88099
31;12245;158486;91413
32;12211;155425;94508
33;12146;152725;97273
34;12234;150114;99796
35;12278;147797;102069
36;12205;145862;104077
37;12094;144224;105826
38;12102;142702;107340
39;12225;141238;108681
40;12409;139536;110199
41;12561;138045;111538
42;12676;136611;112857
43;12917;134782;114445
44;13151;133046;115947
45;13331;131372;117441
46;13621;129471;119052
47;13739;127655;120750
48;13898;125736;122510
49;14064;123917;124163
50;14092;122183;125869
51;14199;120458;127487
52;14184;118850;129110
53;14026;117777;130341
54;14006;116889;131249
55;13904;116093;132147
56;13691;115741;132712
57;13582;115491;133071
58;13438;115433;133273
59;13422;115289;133433
60;13475;115030;133639
61;13435;114919;133790
62;13476;114848;133820
63;13541;114767;133836
64;13779;114358;134007
65;13937;113771;134436
66;13960;113279;134905
67;14216;112594;135334
68;14400;111694;136050
69;14404;111029;136711
70;14556;110164;137424
71;14359;109560;138225
72;14175;109318;138651
73;14180;109078;138886
74;14187;108927;139030
75;14195;108543;139406
76;14068;108423;139653
77;14066;108203;139875
78;13971;108358;139815
79;13875;108344;139925
80;13894;108306;139944
81;13697;108755;139692
82;13744;109039;139361
83;13614;109217;139313
84;13717;109342;139085
85;13785;109617;138742
86;13982;109561;138601
87;14073;109350;138721
88;14248;108936;138960
89;14338;108410;139396
90;14444;107827;139873
91;14285;107617;140242
92;14306;107569;140269
93;14178;107449;140517
94;14189;107419;140536
95;14241;107200;140703
96;14177;107066;140901
97;14156;107095;140893
98;14152;106968;141024
99;13905;107374;140865
100;14013;107377;140754
101;13965;107491;140688
102;13937;107618;140589
103;14040;107766;140338
104;14182;107555;140407
105;14195;107359;140590
106;14282;107043;140819
107;14396;106561;141187
108;14288;106260;141596
109;14190;106304;141650
110;14216;106342;141586
111;14287;106161;141696
112;14046;106195;141903
113;14046;106472;141626
114;14005;106697;141442
115;13937;106904;141303
116;13943;107019;141182
117;14040;106902;141202
118;14053;106786;141305
119;13914;107055;141175
120;13850;107395;140899
121;13865;107639;140640
122;14007;107707;140430
123;14034;107829;140281
124;14081;107609;140454
125;14166;107667;140311
126;14232;107550;140362
127;14176;107478;140490
128;14041;107584;140519
129;14239;107266;140639
130;14223;107153;140768
131;14130;106919;141095
132;14165;106749;141230
133;14229;106723;141192
134;14266;106691;141187
135;14185;106614;141345
136;13917;106823;141404
137;13959;107000;141185
138;13888;107225;141031
139;13965;107221;140958
140;13990;107221;140933
141;13955;107406;140783
142;13779;107526;140839
143;13920;107684;140540
144;13995;107613;140536
145;14148;107495;140501
146;14148;107479;140517
147;14175;107372;140597
148;14023;107438;140683
149;13886;107617;140641
150;14022;107794;140328
1;39132;65273;157739
2;31191;15751;215202
3;5032;32186;224926
4;2005;52565;207574
5;1205;72057;188882
6;847;90210;171087
7;771;106556;154817
8;779;121178;140187
9;822;134331;126991
10;891;146117;115136
11;1058;156673;104413
12;1247;166017;94880
13;1570;174045;86529
14;1916;180868;79360
15;2401;186343;73400
16;3007;190655;68482
17;3667;193825;64652
18;4550;195712;61882
19;5559;196318;60267
20;6595;195574;59975
21;7587;193940;60617
22;8581;191522;62041
23;9503;188244;64397
24;10354;184390;67400
25;11023;180110;71011
26;11511;175661;74972
27;11982;171005;79157
28;12053;166885;83206
29;12119;162999;87026
30;12045;159759;90340
31;11834;156784;93526
32;11824;154230;96090
33;11739;152016;98389
34;11723;149986;100435
35;11757;148285;102102
36;11740;146783;103621
37;11913;145121;105110
38;12091;143721;106332
39;12358;141976;107810
40;12478;140402;109264
41;12550;138740;110854
42;12734;137218;112192
43;13009;135499;113636
44;13136;133744;115264
45;13359;131887;116898
46;13608;129955;118581
47;13954;127854;120336
48;14026;125821;122297
49;14072;123957;124115
50;13885;122328;125931
51;13915;121073;127156
52;13766;119954;128424
53;13676;119096;129372
54;13513;118636;129995
55;13514;118283;130347
56;13569;117782;130793
57;13419;117576;131149
58;13429;117356;131359
59;13504;116931;131709
60;13561;116468;132115
61;13633;116064;132447
62;13962;115504;132678
63;14101;114464;133579
64;14156;113725;134263
65;14300;112921;134923
66;14278;112232;135634
67;14336;111495;136313
68;14306;110939;136899
69;14350;110442;137352
70;14233;109910;138001
71;14048;109586;138510
72;13906;109703;138535
73;13802;109897;138445
74;13651;110015;138478
75;13640;110298;138206
76;13789;110444;137911
77;13822;110498;137824
78;14042;110182;137920
79;14004;109784;138356
80;13999;109604;138541
81;13995;109708;138441
82;14137;109349;138658
83;14145;109178;138821
84;14038;108826;139280
85;14132;108677;139335
86;14068;108430;139646
87;13966;108424;139754
88;13932;108522;139690
89;13971;108509;139664
90;13926;108375;139843
91;13871;108566;139707
92;13668;109097;139379
93;13764;109420;138960
94;13872;109352;138920
95;13903;109440;138801
96;14083;109244;138817
97;14476;108596;139072
98;14390;108156;139598
99;14378;107533;140233
100;14384;107141;140619
101;14399;107179;140566
102;14474;106831;140839
103;14450;106360;141334
104;14354;106077;141713
105;14196;106026;141922
106;14093;106339;141712
107;13980;106601;141563
108;13972;106678;141494
109;13753;107039;141352
110;13630;107573;140941
111;13636;108107;140401
112;13665;108404;140075
113;13522;108801;139821
114;13625;109008;139511
115;13784;108968;139392
116;13934;108913;139297
117;13948;108825;139371
118;14041;108643;139460
119;14244;108372;139528
120;14400;108116;139628
121;14407;107536;140201
122;14365;107186;140593
123;14227;106950;140967
124;14196;107174;140774
125;14205;107083;140856
126;14109;106980;141055
127;13959;107092;141093
128;13789;107565;140790
129;13737;107871;140536
130;13738;108223;140183
131;13900;108227;140017
132;13949;108253;139942
133;13963;108320;139861
134;14013;108297;139834
135;14057;108318;139769
136;13941;108391;139812
137;14058;108330;139756
138;14081;108178;139885
139;14194;108017;139933
140;14185;107889;140070
141;14350;107472;140322
142;14248;107278;140618
143;14109;107364;140671
144;14179;107128;140837
145;14154;106930;141060
146;13973;107286;140885
147;13936;107499;140709
148;13937;107521;140686
149;13990;107526;140628
150;14000;107638;140506
1;39189;65481;157474
2;31215;15799;215130
3;5084;32241;224819
4;2017;52631;207496
5;1186;72291;188667
6;853;90239;171052
7;722;106622;154800
8;722;121352;140070
9;742;134399;127003
10;841;146201;115102
11;954;156539;104651
12;1152;165779;95213
13;1430;173838;86876
14;1833;180744;79567
15;2341;186327;73476
16;2974;190737;68433
17;3746;193686;64712
18;4563;195572;62009
19;5497;196303;60344
20;6580;195821;59743
21;7655;194123;60366
22;8652;191414;62078
23;9585;187978;64581
24;10336;184167;67641
25;10928;179885;71331
26;11491;175476;75177
27;11895;171119;79130
28;12032;167020;83092
29;12045;163332;86767
30;11928;160087;90129
31;11866;157197;93081
32;11846;154517;95781
33;11906;152126;98112
34;11860;150054;100230
35;11876;148014;102254
36;11914;146347;103883
37;11951;144763;105430
38;11828;143384;106932
39;12063;142024;108057
40;12261;140623;109260
41;12409;139068;110667
42;12766;137365;112013
43;13029;135605;113510
44;13266;133708;115170
45;13468;131791;116885
46;13574;130128;118442
47;13707;128286;120151
48;13808;126467;121869
49;13878;124810;123456
50;13780;123199;125165
51;13751;122007;126386
52;13670;120808;127666
53;13716;119886;128542
54;13621;119107;129416
55;13587;118427;130130
56;13514;117921;130709
57;13711;117282;131151
58;13729;116576;131839
59;13713;115926;132505
60;13816;115370;132958
61;13780;114891;133473
62;13881;114364;133899
63;13992;113894;134258
64;13969;113241;134934
65;13968;112756;135420
66;13954;112422;135768
67;14118;111831;136195
68;14156;111356;136632
69;14112;110970;137062
70;13928;110757;137459
71;13929;110474;137741
72;13968;110198;137978
73;14067;109973;138104
74;14098;109760;138286
75;14073;109646;138425
76;14133;109163;138848
77;14170;108929;139045
78;14208;108560;139376
79;14180;108345;139619
80;14228;108171;139745
81;14101;108230;139813
82;14094;108254;139796
83;14074;108154;139916
84;14014;108091;140039
85;13914;108344;139886
86;14024;108367;139753
87;13957;108325;139862
88;14189;108087;139868
89;14170;107844;140130
90;14210;107531;140403
91;14216;107379;140549
92;14231;107243;140670
93;14075;107231;140838
94;14185;107202;140757
95;14082;107069;140993
96;13987;106911;141246
97;14101;106907;141136
98;14060;107064;141020
99;13882;107274;140988
100;13908;107561;140675
101;13914;107629;140601
102;13928;107915;140301
103;13914;107841;140389
104;14009;107686;140449
105;14103;107430;140611
106;14178;107558;140408
107;14271;107122;140751
108;14223;107070;140851
109;14170;106837;141137
110;14084;107020;141040
111;14057;107043;141044
112;13985;107153;141006
113;14018;107297;140829
114;13956;107534;140654
115;14016;107553;140575
116;14227;107395;140522
117;14140;107420;140584
118;14064;107520;140560
119;14100;107309;140735
120;14180;107144;140820
121;14299;106812;141033
122;14219;106720;141205
123;14124;106741;141279
124;13946;106909;141289
125;13951;107190;141003
126;13935;107313;140896
127;13967;107581;140596
128;13871;107813;140460
129;13927;107944;140273
130;14107;107886;140151
131;14134;107787;140223
132;14231;107701;140212
133;14169;107507;140468
134;14191;107521;140432
135;14206;107255;140683
136;14341;106946;140857
137;14247;106658;141239
138;14261;106369;141514
139;14307;106174;141663
140;14161;106177;141806
141;13965;106204;141975
142;13962;106448;141734
143;14058;106519;141567
144;14081;106436;141627
145;14040;106658;141446
146;14235;106533;141376
147;14118;106597;141429
148;13949;106817;141378
149;14128;106718;141298
150;14007;106848;141289
1;39395;65341;157408
2;31370;15844;214930
3;5074;32354;224716
4;2039;52641;207464
5;1211;72344;188589
6;902;90308;170934
7;805;106551;154788
8;763;121297;140084
9;772;134521;126851
10;891;146512;114741
11;985;157023;104136
12;1187;166273;94684
13;1496;174148;86500
14;1857;180897;79390
15;2353;186420;73371
16;2982;190613;68549
17;3760;193747;64637
18;4542;195537;62065
19;5503;196300;60341
20;6573;195676;59895
21;7686;194084;60374
22;8858;191148;62138
23;9778;187474;64892
24;10549;183427;68168
25;11320;178933;71891
26;11810;174278;76056
27;12120;169818;80206
28;12288;165525;84331
29;12415;161665;88064
30;12337;158190;91617
31;12375;155026;94743
32;12385;151967;97792
33;12411;149452;100281
34;12233;147388;102523
35;12024;145618;104502
36;12056;143984;106104
37;12171;142396;107577
38;12267;141095;108782
39;12487;139405;110252
40;12570;137875;111699
41;12683;136406;113055
42;13017;134720;114407
43;13390;132557;116197
44;13652;130516;117976
45;13837;128333;119974
46;14003;126338;121803
47;14256;124119;123769
48;14261;122260;125623
49;14065;120804;127275
50;13903;119619;128622
51;13807;118859;129478
52;13734;118078;130332
53;13614;117519;131011
54;13660;117005;131479
55;13511;116917;131716
56;13549;116389;132206
57;13342;116181;132621
58;13305;115968;132871
59;13459;115532;133153
60;13524;115247;133373
61;13531;114979;133634
62;13690;114826;133628
63;13677;114506;133961
64;13786;114389;133969
65;13940;113825;134379
66;14073;113144;134927
67;14022;112621;135501
68;14055;111937;136152
69;14085;111619;136440
70;14206;111076;136862
71;14339;110509;137296
72;14479;109686;137979
73;14399;108982;138763
74;14244;108656;139244
